"address","suburb","land_area","price"
"255 Pearce Street, Sawyers Valley","Sawyers Valley",2041,625000
"255 Ravenscar Street, Doubleview","Doubleview",645,775500
"2555 Strettle Road, Mahogany Creek","Mahogany Creek",2429,535000
"256 Benenden Avenue, Butler","Butler",560,420000
"257 Dampier Avenue, Kallaroo","Kallaroo",730,580000
"257 Drake Street, Morley","Morley",1021,720000
"2570 West Swan Road, Caversham","Caversham",2025,645000
"258 Eddystone Avenue, Beldon","Beldon",702,565000
"258A Salvado Road, Floreat","Floreat",584,827000
"259 Herbert Street, Doubleview","Doubleview",726,741000
"2595 Strettle Road, Mahogany Creek","Mahogany Creek",2400,745000
"25A Armadale Road, Rivervale","Rivervale",705,635000
"25A Bernice Way, Thornlie","Thornlie",533,392000
"25A Bombard Street, Ardross","Ardross",544,970000
"25A Carrington Street, Palmyra","Palmyra",615,600000
"25A Dalkeith Road, Nedlands","Nedlands",1016,1750000
"25A Davidson Road, Attadale","Attadale",505,985000
"25A Ferguson Street, Middle Swan","Middle Swan",445,345000
"25A Holmesdale Road, Woodbridge","Woodbridge",451,432000
"25A Kaufman Avenue, Ocean Reef","Ocean Reef",928,455000
"25A Kearsley Rise, Murdoch","Murdoch",331,490000
"25A Lindisfarne Way, Balcatta","Balcatta",454,650000
"25A Madden Way, Brentwood","Brentwood",343,605000
"25A Marmion Street, Fremantle","Fremantle",759,895000
"25A Moonlight Court, Huntingdale","Huntingdale",281,366000
"25A Newmarket Retreat, Currambine","Currambine",918,590000
"25A Raymond Street, Mount Pleasant","Mount Pleasant",971,895000
"25A Salter Point Parade, Salter Point","Salter Point",577,1270000
"25A Saunders Street, Swanbourne","Swanbourne",500,1580000
"25A Willoughby Retreat, Clarkson","Clarkson",501,225000
"25b Ada Street, Watermans Bay","Watermans Bay",1024,790000
"25B Bullarra Road, Greenmount","Greenmount",536,342000
"25B CASTLE ROCK TURN, Joondalup","Joondalup",522,420000
"25B Curlington Crescent, Balga","Balga",196,300000
"25B Holmesdale Road, Woodbridge","Woodbridge",451,805000
"25b Kearsley Rise, Murdoch","Murdoch",459,570000
"25B Moreing Road, Attadale","Attadale",530,1180000
"25B Nerida Way, Parkwood","Parkwood",1050,530000
"25B Parkway Road, Bibra Lake","Bibra Lake",510,372000
"25B Sussex Street, Nollamara","Nollamara",272,310000
"25B Trinity Way, Kingsley","Kingsley",512,410000
"25B Valencia Avenue, Churchlands","Churchlands",533,760000
"25B Westerway Terrace, North Lake","North Lake",404,750000
"25C Ferrara Way, Girrawheen","Girrawheen",448,283000
"25C Ilumba Way, Nollamara","Nollamara",729,315000
"25D Ferrara Way, Girrawheen","Girrawheen",512,285000
"26 Abercairn Way, Parkwood","Parkwood",688,525000
"26 Abernethy Grove, Seville Grove","Seville Grove",700,290000
"26 Adenia Road, Riverton","Riverton",730,873270
"26 Afric Way, Kallaroo","Kallaroo",725,592500
"26 Aldinga Street, Kenwick","Kenwick",492,480900
"26 Aleppo Drive, Kardinya","Kardinya",769,625000
"26 All Saints Way, Churchlands","Churchlands",701,1338000
"26 Amstey Street, Riverton","Riverton",450,682000
"26 Antalya Vista, Iluka","Iluka",695,1150000
"26 Ashby Terrace, Viveash","Viveash",675,545000
"26 Ashworth Way, Brookdale","Brookdale",511,217000
"26 Aster Avenue, Willetton","Willetton",680,755000
"26 Aster Court, Thornlie","Thornlie",719,515000
"26 Astroloma Place, Koongamia","Koongamia",839,355000
"26 Atkins Parade, Hammond Park","Hammond Park",464,510000
"26 Augustus Drive, Jane Brook","Jane Brook",540,605000
"26 Azzuro Crescent, Hillarys","Hillarys",477,1230000
"26 Barang Circuit, Karawara","Karawara",527,832000
"26 Barclay Way, Piara Waters","Piara Waters",480,512000
"26 Barcombe Way, Leeming","Leeming",724,790000
"26 Barker Drive, Duncraig","Duncraig",684,587000
"26 Basico Avenue, Sinagra","Sinagra",613,455000
"26 Bathgate Loop, Koondoola","Koondoola",510,460000
"26 Bayside Boulevard, Port Kennedy","Port Kennedy",677,340000
"26 Beachton Street, North Beach","North Beach",603,1633000
"26 Beard Place, Queens Park","Queens Park",350,435000
"26 Bedfordale Hill Road, Mount Richon","Mount Richon",1992,519000
"26 Bendalong Boulevard, Secret Harbour","Secret Harbour",680,675000
"26 Bengello Place, Burns Beach","Burns Beach",414,825000
"26 Bentley Street, Singleton","Singleton",800,422000
"26 Benzie Way, Parkwood","Parkwood",697,550000
"26 Bernley Drive, Viveash","Viveash",563,500000
"26 Billing Way, Caversham","Caversham",367,450000
"26 Blackburn Street, Bellevue","Bellevue",838,375000
"26 Blackthorn Road, Eden Hill","Eden Hill",702,540000
"26 Blinco Street, Fremantle","Fremantle",351,680000
"26 Bonannella Entrance, Sinagra","Sinagra",565,520000
"26 Bottrill Street, Hamilton Hill","Hamilton Hill",389,497000
"26 Boynton Gardens, Iluka","Iluka",737,735000
"26 Broun Avenue, Embleton","Embleton",749,555000
"26 Burke Drive, Attadale","Attadale",450,1600000
"26 Burleigh Drive, Burns Beach","Burns Beach",576,850000
"26 Buzza Street, St James","St James",814,529000
"26 Caduceus Way, Hilbert","Hilbert",2211,760000
"26 Calilly Way, Baldivis","Baldivis",668,440000
"26 Cambey Way, Brentwood","Brentwood",352,870000
"26 Campbell Street, Kensington","Kensington",506,865000
"26 Canavan Crescent, Manning","Manning",598,1325000
"26 Capri Leone Way, Sinagra","Sinagra",503,408000
"26 Carradale Glen, Hillarys","Hillarys",735,1290000
"26 Casino Road, Glen Forrest","Glen Forrest",2434,550000
"26 Central Avenue, Swanbourne","Swanbourne",320,1425000
"26 Chardonnay Drive, The Vines","The Vines",2117,670000
"26 Charsley Crescent, Marmion","Marmion",721,1070000
"26 Chisham Avenue, Parmelia","Parmelia",721,219000
"26 Christmas Avenue, Orelia","Orelia",728,257000
"26 Circe Circle, Dalkeith","Dalkeith",1012,2232000
"26 Clearwater Way, Singleton","Singleton",569,428000
"26 Clement Street, Swanbourne","Swanbourne",306,1395000
"26 Clermont Place, Port Kennedy","Port Kennedy",608,290000
"26 Conferta Link, Banksia Grove","Banksia Grove",210,273000
"26 Connell Avenue, Kelmscott","Kelmscott",623,500000
"26 Coral Road, Kalamunda","Kalamunda",1294,785000
"26 Coronado Ridge, Iluka","Iluka",725,960000
"26 Cosmia Grove, Jindalee","Jindalee",315,450000
"26 Craven Road, Mahogany Creek","Mahogany Creek",1808,535000
"26 Cristobal Crescent, Mindarie","Mindarie",505,555000
"26 Cutter Road, Waikiki","Waikiki",700,360000
"26 Dakin Street, Jolimont","Jolimont",684,1055000
"26 Daly Circle, Langford","Langford",552,510000
"26 Dampier Avenue, City Beach","City Beach",800,1175000
"26 David Street, Kensington","Kensington",508,1167500
"26 De Grey Retreat, Jane Brook","Jane Brook",627,542000
"26 DENNIS STREET, Quinns Rocks","Quinns Rocks",1007,405000
"26 Dew Street, Forrestdale","Forrestdale",811,372500
"26 Disney Road, Parmelia","Parmelia",693,325000
"26 Downey Drive, Mosman Park","Mosman Park",676,2200000
"26 Dudley Street, Midland","Midland",501,350000
"26 Dundas Road, Inglewood","Inglewood",692,1115000
"26 Durack Way, Padbury","Padbury",911,590000
"26 Eastman Turn, Tapping","Tapping",605,645000
"26 Eastwall Parkway, Butler","Butler",576,370000
"26 Edulis Avenue, Aubin Grove","Aubin Grove",480,525000
"26 Elmhurst Drive, Clarkson","Clarkson",378,402000
"26 Elvington Way, Thornlie","Thornlie",683,360000
"26 Faulkner Way, Eden Hill","Eden Hill",723,480000
"26 Federation Drive, Singleton","Singleton",837,539000
"26 Federation Street, Mount Hawthorn","Mount Hawthorn",491,854000
"26 Fermaner Street, Karrinyup","Karrinyup",728,630000
"26 Fernlea Street, Warwick","Warwick",772,645000
"26 Fifth Avenue, Beaconsfield","Beaconsfield",532,655000
"26 Firmstone Circle, Landsdale","Landsdale",727,480000
"26 Fisherton Circuit, Kinross","Kinross",501,417500
"26 Flourish Loop, Atwell","Atwell",268,470000
"26 Freeduff Drive, Wattle Grove","Wattle Grove",533,490000
"26 Friarbird Terrace, Beeliar","Beeliar",603,480000
"26 Fulman Way, Lynwood","Lynwood",797,358000
"26 Fulmar Way, Seville Grove","Seville Grove",647,420000
"26 Gabell Way, Koondoola","Koondoola",769,440000
"26 Gallop Road, Dalkeith","Dalkeith",865,1740000
"26 Gamboge Street, Eglinton","Eglinton",444,273000
"26 Garrong Close, Edgewater","Edgewater",690,530000
"26 GAUSSON TURN, Ashby","Ashby",570,455000
"26 Gayton Road, City Beach","City Beach",833,1700000
"26 Gemini Way, Madeley","Madeley",539,605000
"26 George Street, Belmont","Belmont",767,176649
"26 Glasgow Way, Seville Grove","Seville Grove",540,360000
"26 Glendale Avenue, Hamersley","Hamersley",716,580000
"26 Gnobar Way, Mullaloo","Mullaloo",946,730000
"26 Goldbury Street, Duncraig","Duncraig",702,567000
"26 Goldfields Loop, Wandi","Wandi",341,360000
"26 Goodwood Way, Canning Vale","Canning Vale",854,550000
"26 Gradient Way, Beldon","Beldon",746,480000
"26 Grady Court, Waikiki","Waikiki",687,320000
"26 Grandis Road, Dayton","Dayton",368,460000
"26 Halmstad Circle, Mindarie","Mindarie",482,555000
"26 Hamlet Pass, Jane Brook","Jane Brook",682,549000
"26 Hanlin Way, Samson","Samson",708,690000
"26 Harmony Way, Kewdale","Kewdale",501,675000
"26 Hartwell Street, Coolbinia","Coolbinia",860,805000
"26 Harvest Loop, Edgewater","Edgewater",939,545000
"26 Heard Way, Glendalough","Glendalough",372,590000
"26 Hennessy Avenue, Orelia","Orelia",728,231000
"26 Highland Rise, Piara Waters","Piara Waters",608,625000
"26 Hilda Street, Shenton Park","Shenton Park",431,1620000
"26 Hodges Street, Middle Swan","Middle Swan",248,372500
"26 Holdsworth Street, Fremantle","Fremantle",253,915000
"26 Hollett Road, Morley","Morley",509,346000
"26 Holmfirth Street, Menora","Menora",767,920000
"26 Holywell Street, Middle Swan","Middle Swan",638,438000
"26 Hope Avenue, Manning","Manning",376,305000
"26 Hope Road, Bibra Lake","Bibra Lake",700,430000
"26 Hovea Crescent, City Beach","City Beach",1066,1540000
"26 Howe Street, Beeliar","Beeliar",669,630000
"26 Hudleston Rise, Alexander Heights","Alexander Heights",500,360000
"26 Huntingdale Crescent, Connolly","Connolly",801,585000
"26 Hursthill Street, Madeley","Madeley",337,500000
"26 Inveraray Crescent, Hamersley","Hamersley",705,530000
"26 Ivankovich Avenue, Beeliar","Beeliar",602,545000
"26 Jacaranda Avenue, Mount Claremont","Mount Claremont",563,1175000
"26 Jaffa Close, Seville Grove","Seville Grove",683,225000
"26 Jane Brook Drive, Jane Brook","Jane Brook",650,460000
"26 Januk Turn, South Guildford","South Guildford",562,565000
"26 Jaywick Close, Safety Bay","Safety Bay",609,355000
"26 Jennings Way, Lockridge","Lockridge",730,420000
"26 Jindalee Boulevard, Jindalee","Jindalee",672,545000
"26 Jobson Loop, Brookdale","Brookdale",462,350000
"26 John Street, North Fremantle","North Fremantle",267,1250000
"26 Kabuki View, Aveley","Aveley",225,285000
"26 Kalangedy Drive, Riverton","Riverton",394,549000
"26 Kangaroo Entrance, Stratton","Stratton",495,318000
"26 Kardan Circuit, Karawara","Karawara",520,785000
"26 Katisha Street, Duncraig","Duncraig",689,552000
"26 Kemp Road, Mount Pleasant","Mount Pleasant",364,1150000
"26 Kenneth Road, High Wycombe","High Wycombe",853,446000
"26 Kersey Way, Carine","Carine",735,815000
"26 Kesiya Turn, Aubin Grove","Aubin Grove",382,485000
"26 Kewarra Bend, Secret Harbour","Secret Harbour",665,830000
"26 Keyham Street, Bertram","Bertram",405,400000
"26 Kianga Crescent, Burns Beach","Burns Beach",562,745000
"26 Narla Road, Swanbourne","Swanbourne",915,1940000
"26 Kilborne Avenue, Quinns Rocks","Quinns Rocks",507,520000
"26 Kingston Heath Court, Connolly","Connolly",672,775000
"26 Koorda Street, Coolbinia","Coolbinia",910,1633000
"26 Lakehurst Way, Atwell","Atwell",576,489000
"26 Lakeside Drive, Helena Valley","Helena Valley",1001,680000
"26 Leach Avenue, Riverton","Riverton",851,760000
"26 Leontes Way, Coolbellup","Coolbellup",320,452000
"26 Liata Court, Thornlie","Thornlie",680,415000
"26 Lintonmarc Drive, Redcliffe","Redcliffe",450,390000
"26 Losino Boulevard, Henley Brook","Henley Brook",2153,770000
"26 Macaulay Crescent, Inglewood","Inglewood",330,715000
"26 Mackay Crescent, Gosnells","Gosnells",591,380000
"26 Majella Road, Westminster","Westminster",308,590000
"26 Mal Bay Court, Mindarie","Mindarie",568,720000
"26 Marcus Avenue, Booragoon","Booragoon",373,621000
"26 Marr Street, Byford","Byford",449,335000
"26 Marradong Street, Coolbinia","Coolbinia",1014,1250000
"26 Marriott Road, Boya","Boya",2262,470000
"26 Marsengo Road, Bateman","Bateman",684,822000
"26 Mary Crescent, Eden Hill","Eden Hill",731,415000
"26 Matthew Avenue, Leeming","Leeming",724,740000
"26 McCubbin Loop, Seville Grove","Seville Grove",519,330000
"26 Mcdonald Street, Como","Como",974,1895000
"26 McFarlane Circle, Mirrabooka","Mirrabooka",740,425000
"26 McKivett Crescent, Leeming","Leeming",721,695000
"26 McLeod Street, Lockridge","Lockridge",781,430000
"26 Mcveigh Street, Singleton","Singleton",810,459000
"26 Meares Avenue, Kwinana Town Centre","Kwinana Town Centre",238,152500
"26 Mesa Link, Baldivis","Baldivis",544,485000
"26 Michelangelo Drive, Landsdale","Landsdale",488,610000
"26 Micrantha Way, Banksia Grove","Banksia Grove",232,290000
"26 Midland Elbow, Mindarie","Mindarie",586,530000
"26 Millcroft Elbow, Jandakot","Jandakot",713,640000
"26 Millstream Place, Success","Success",563,495000
"26 Mirrelia Way, Riverton","Riverton",931,695000
"26 Mitra Loop, Bennett Springs","Bennett Springs",467,426000
"26 Mockeridge Circuit, Middle Swan","Middle Swan",608,390000
"26 Mokutu Court, Quinns Rocks","Quinns Rocks",548,405000
"26 Monet Drive, Ashby","Ashby",601,560000
"26 Monivae Vista, Tapping","Tapping",649,575000
"26 Moorhead Way, Koondoola","Koondoola",852,450000
"26 Moran Court, Beaconsfield","Beaconsfield",1012,1220000
"26 Moreau Drive, Ellenbrook","Ellenbrook",779,488000
"26 Morgan Way, Girrawheen","Girrawheen",692,350000
"26 Mowbray Grange, Brabham","Brabham",450,535000
"26 Nandina Avenue, Mount Claremont","Mount Claremont",436,1060000
"26 Nearwater Way, Shelley","Shelley",910,1225375
"26 North Lake Road, Alfred Cove","Alfred Cove",400,485000
"26 Oakbank Crescent, Butler","Butler",595,445000
"26 Olympus Loop, Merriwa","Merriwa",539,370000
"26 Onslow Road, Shenton Park","Shenton Park",202,875000
"26 Ophelia Grove, Mount Nasura","Mount Nasura",2013,565000
"26 Orwell Crescent, Woodvale","Woodvale",715,630000
"26 Ougden Way, Medina","Medina",728,262000
"26 Panamuna Drive, Willetton","Willetton",689,660000
"26 Parella Court, Bennett Springs","Bennett Springs",496,480000
"26 Parkin Way, Marangaroo","Marangaroo",557,439000
"26 Paterson Street, Mundijong","Mundijong",996,380000
"26 Peake Way, Medina","Medina",350,210000
"26 Pearson Street, Ashfield","Ashfield",451,460000
"26 Peel Row, Kwinana Town Centre","Kwinana Town Centre",165,144950
"26 Peel Street, Jolimont","Jolimont",483,892500
"26 Peet Crescent, Trigg","Trigg",733,1250000
"26 Pegley Drive, Parkwood","Parkwood",706,405000
"26 Pekin Pass, Southern River","Southern River",512,460000
"26 Pexton Drive, South Guildford","South Guildford",394,540000
"26 Pintabona Drive, Sinagra","Sinagra",618,445000
"26 Pioneer Drive, Thornlie","Thornlie",682,422000
"26 Plankton Place, Heathridge","Heathridge",759,430000
"26 Plumosa Mews, Duncraig","Duncraig",450,915000
"26 Porlock Way, Karrinyup","Karrinyup",910,1300000
"26 Protea Way, Banksia Grove","Banksia Grove",300,331500
"26 Provincial Mews, Bibra Lake","Bibra Lake",775,615000
"26 Pulo Road, Brentwood","Brentwood",490,600000
"26 Purkiss Street, Cannington","Cannington",380,350000
"26 Queenslea Drive, Claremont","Claremont",389,1500000
"26 Radstock Circuit, Ridgewood","Ridgewood",673,405000
"26 Ramsdale Loop, Leeming","Leeming",754,730000
"26 Redcliffe Street, East Cannington","East Cannington",1141,415000
"26 Reddy Avenue, Mundaring","Mundaring",2143,560000
"26 Redunca Close, Helena Valley","Helena Valley",603,509000
"26 Reveley Court, Samson","Samson",835,675000
"26 Ridgewood Boulevard, Ridgewood","Ridgewood",607,515000
"26 Ripple Way, Bateman","Bateman",428,499500
"26 Riverdale Road, Helena Valley","Helena Valley",2003,875000
"26 Rochester Avenue, Beckenham","Beckenham",680,385000
"26 Roger Street, Midland","Midland",680,305000
"26 Rosebery Street, Jolimont","Jolimont",329,855000
"26 Rossetti Court, North Lake","North Lake",740,582000
"26 Rothesay Heights, Mindarie","Mindarie",489,509000
"26 Rothsay Crescent, Menora","Menora",740,1350000
"26 Rutland Avenue, Lathlain","Lathlain",615,670000
"26 Salitage Link, Pearsall","Pearsall",279,433000
"26 Sandringham Drive, Darch","Darch",440,450000
"26 Sarus Rise, Gwelup","Gwelup",533,880000
"26 Saunders Street, North Beach","North Beach",506,1255000
"26 Seaham Way, Mindarie","Mindarie",665,805000
"26 Second Avenue, Claremont","Claremont",350,875000
"26 Sedgeland Way, Ascot","Ascot",312,710000
"26 Sessilis Crescent, Wattle Grove","Wattle Grove",392,435250
"26 Shakespeare Street, Leederville","Leederville",501,1090000
"26 Shannon Street, Floreat","Floreat",938,1848000
"26 Shenandoah Mews, Currambine","Currambine",677,690000
"26 Sheoak Road, Maddington","Maddington",663,316000
"26 Sheppard Way, Marmion","Marmion",800,785000
"26 Shimmer Street, Wellard","Wellard",231,260000
"26 Shipwright Avenue, Wellard","Wellard",2191,615000
"26 Shoalwater Parkway, Iluka","Iluka",690,800000
"26 Shropshire Crescent, Butler","Butler",682,510000
"26 Silverline Bend, Bertram","Bertram",461,372500
"26 Singleton Beach Road, Singleton","Singleton",911,465000
"26 Skylark Retreat, Ballajura","Ballajura",766,510000
"26 Slalom Drive, Wembley Downs","Wembley Downs",528,1420000
"26 Smyth Road, Shenton Park","Shenton Park",496,1160000
"26 Solander Road, Hillarys","Hillarys",683,650000
"26 Sophora Place, Woodvale","Woodvale",714,670000
"26 St Helena Way, Iluka","Iluka",714,685000
"26 St Peters Road, East Fremantle","East Fremantle",1010,740000
"26 St Thomas Loop, Iluka","Iluka",876,887000
"26 St Vincents Avenue, Wembley","Wembley",880,1575000
"26 Standish Way, Woodvale","Woodvale",834,854000
"26 Starlight Pass, Seville Grove","Seville Grove",595,350000
"26 Stirk Road, Alfred Cove","Alfred Cove",758,1225000
"26 Strathclyde Circuit, Champion Lakes","Champion Lakes",462,197000
"26 Success Crescent, Salter Point","Salter Point",749,1660000
"26 Summerton Road, Calista","Calista",765,230000
"26 Sutton Way, Darch","Darch",579,510000
"26 Swan View Road, Greenmount","Greenmount",2025,425000
"26 Swanway Crescent, Swanbourne","Swanbourne",540,2100000
"26 Tain Street, Applecross","Applecross",495,950000
"26 Talbot Drive, Kingsley","Kingsley",697,800000
