ADDRESS,BEDROOMS
"28 Hogg Avenue, Salter Point",4
"28 Honeymyrtle Turn, Stirling",3
"28 Hooson Way, Wilson",4
"28 Hubbard Way, Medina",3
"28 Jacaranda Avenue, Mount Claremont",4
"28 Jade Street, Mount Richon",4
"28 Jedburgh Loop, Sinagra",3
"28 Johnsonia Bend, Hammond Park",4
"28 Joslin Street, Hilton",3
"28 June Road, Safety Bay",3
"28 Kardan Circuit, Karawara",4
"28 Kelang Road, Wattle Grove",5
"28 Kennerton Avenue, Landsdale",4
"28 Kerwin Way, Lockridge",5
"28 Kilkenny Loop, Brookdale",4
"28 Kimberley Drive, Secret Harbour",4
"28 Kinsale Drive, Mindarie",5
"28 Klem Avenue, Redcliffe",4
"28 Kobus Heights, Roleystone",5
"28 Kumarina Drive, Secret Harbour",4
"28 Kurda Road, Westminster",3
"28 Kyneton Parkway, Aveley",4
"28 Lady Lindsay Cove, Yanchep",3
"28 Lakehurst Way, Atwell",4
"28 Larkin Court, Medina",4
"28 Laslett Circle, Mundaring",4
"28 Lee Avenue, Hilton",3
"28 Letsom Way, Langford",3
"28 Lobelia Drive, Darlington",4
"28 Longreach Parade, Coogee",7
"28 Macquarie Boulevard, Hammond Park",4
"28 Mader Road, Mundijong",4
"28 Magnesia Road, Wattle Grove",4
"28 Mallard Way, Cannington",3
"28 Manchester Drive, Hocking",4
"28 Mangles Street, Warnbro",2
"28 Maple Crescent, Helena Valley",4
"28 Marapana Road, City Beach",4
"28 Margaret Street, Ashfield",4
"28 Marlin Way, Singleton",4
"28 Marmot Way, Ferndale",4
"28 Marsh Avenue, Manning",3
"28 Mary Street, Hazelmere",3
"28 Mary Street, Watermans Bay",3
"28 Matuka Mews, Maida Vale",4
"28 McCallum Crescent, Ardross",3
"28 McCaskill Way, Noranda",4
"28 McCormick Street, Warnbro",3
"28 Mcgilvray Avenue, Morley",4
"28 McGuigan Circle, Redcliffe",4
"28 Mcguire Mews, Rockingham",4
"28 McKenzie Road, Samson",4
"28 Meadowbrook Drive, Parkwood",3
"28 Melrose Crescent, Menora",4
"28 Meredith Way, Koondoola",3
"28 Merlin Drive, Carine",4
"28 Merrang Circuit, Carramar",4
"28 Michael Street, Beaconsfield",4
"28 Milleara Road, Martin",3
"28 Mindarie Drive, Quinns Rocks",4
"28 Miramare Boulevard, Currambine",3
"28 Mohan Loop, Hammond Park",4
"28 Mokutu Court, Quinns Rocks",4
"28 Molloy Circuit, Atwell",3
"28 Monaco Avenue, North Lake",3
"28 Montebello Avenue, Heathridge",4
"28 Montmartre Green, Port Kennedy",4
"28 Moorhead Way, Koondoola",3
"28 Morialta Avenue, Quinns Rocks",5
"28 Munday Avenue, Brookdale",5
"28 Musgrove Crescent, Boya",4
"28 Napier Street, Nedlands",4
"28 Narrier Close, South Guildford",4
"28 Newstead Crescent, Parmelia",4
"28 Nicholas Crescent, Hilton",3
"28 Nottingham Green, High Wycombe",4
"28 Nunney Road, Orelia",4
"28 Old Maida Vale Road, Maida Vale",4
"28 Oldenburg Pass, Stratton",3
"28 Osmaston Road, Carine",4
"28 Otram Way, Churchlands",4
"28 PACIFIC WAY, Beldon",5
"28 Pavilion Circle, The Vines",4
"28 Peacock Avenue, Singleton",4
"28 Pensioner Guard Road, North Fremantle",4
"28 Pepler Avenue, Salter Point",4
"28 Peterborough Circle, North Lake",4
"28 Picton Terrace, Alexander Heights",4
"28 Pinnacle Road, Coogee",3
"28 Pontiac Avenue, Cloverdale",4
"28 Portmarnock Drive, The Vines",5
"28 Pricklybark Street, Harrisdale",4
"28 Priestley Street, Embleton",4
"28 Prosser Way, Myaree",3
"28 Pursuit Close, Middle Swan",3
"28 Pyrite Court, Forrestfield",3
"28 Reen Street, Kewdale",3
"28 Rickett Street, Haynes",4
"28 Ridge Street, South Perth",4
"28 Robins Road, Kalamunda",4
"28 Romano Crescent, Iluka",5
"28 Roscommon Road, Floreat",5
"28 Salisbury Street, St James",3
"28 Samson Street, Mosman Park",4
"28 Sandgate Street, South Perth",3
"28 Sanford Court, Lockridge",3
"28 Santapola Approach, Alkimos",3
"28 Santona Boulevard, Ellenbrook",4
"28 School Road, Karragullen",3
"28 Seaspray Crescent, Jindalee",4
"28 Seawind Drive, Rockingham",4
"28 Sellars Way, Bull Creek",5
"28 Selway Road, Brentwood",4
"28 Serena Way, Iluka",2
"28 Sessilis Crescent, Wattle Grove",3
"28 Sheoak Road, Maddington",3
"28 Sherington Road, Greenwood",4
"28 Silas Street, East Fremantle",3
"28 Simmonds Parade, Winthrop",4
"28 Smirk Road, Baldivis",4
"28 Solymar Circle, Burns Beach",5
"28 South Lake Drive, South Lake",3
"28 Sowden Drive, Samson",4
"28 Spindrift Street, Jindalee",4
"28 St Laurent Mews, Port Kennedy",4
"28 Stokesay Street, Orelia",4
"28 Strathclyde Circuit, Champion Lakes",4
"28 Strelley Road, Golden Bay",3
"28 Stuart Street, Greenmount",3
"28 Sutton Way, Darch",5
"28 Swan Street, Guildford",3
"28 Swanson Way, Ocean Reef",4
"28 Tenement Loop, Hocking",4
"28 The Promenade, Mount Pleasant",3
"28 The Riverwalk, Ascot",4
"28 Tincurrin Drive, Southern River",4
"28 Tokara Avenue, Henley Brook",4
"28 Torenia Way, Yangebup",4
"28 Treetop Avenue, Edgewater",4
"28 Triton Place, Mullaloo",4
"28 Tulip Way, East Cannington",4
"28 Turner Road, Bullsbrook",4
"28 Twilight Circuit, Ridgewood",4
"28 Valley Road, Wembley Downs",4
"28 Van Gogh Road, Tapping",4
"28 Vetter Road, Clarkson",4
"28 View Terrace, Darlington",4
"28 Villena Parade, Alkimos",3
"28 Wallsend Road, Woodbridge",4
"28 Ward Avenue, Greenmount",4
"28 Warner Road, High Wycombe",3
"28 Warradale Terrace, Landsdale",4
"28 Waterford Avenue, Waterford",5
"28 Watkins Street, Eden Hill",3
"28 Waverton Court, Kallaroo",4
"28 Wendowie Place, Serpentine",3
"28 West Parade, Hazelmere",2
"28 West View Boulevard, Mullaloo",4
"28 Whyalla Circle, Port Kennedy",4
"28 WIBBERLEY LOOP, Baldivis",4
"28 Williams Road, Nedlands",3
"28 Windfield Road, Melville",3
"28 Windich Place, Leederville",3
"28 Wintersweet Ramble, Mirrabooka",4
"28 Woodley Crescent, Melville",4
"28 Woodstock Way, Butler",3
"28 Wright Avenue, Swanbourne",3
"28/21 Bryanston Pass, Madeley",3
"28/22 Gochean Avenue, Bentley",3
"28/53 Westgate Way, Marangaroo",3
"280 KEW STREET, Cloverdale",4
"280 The Boulevard, City Beach",4
"280a Cape Street, Yokine",4
"281 Lyon Road, Aubin Grove",4
"281 Marmion Street, Cottesloe",3
"282 Belgravia Street, Cloverdale",3
"282 Bennett Springs Drive, Bennett Springs",4
"283 Canning Highway, Como",4
"283 Canning Road, Walliston",3
"283 Johnson Road, Bertram",4
"283 Kew Street, Cloverdale",3
"283 Morley Drive, Lockridge",5
"283 Onslow Road, Shenton Park",4
"284 Eddystone Avenue, Heathridge",4
"284 Marangaroo Drive, Koondoola",3
"284 Marmion Street, Melville",3
"285 Allman Road, Parkerville",4
"285 Helena Terrace, Sawyers Valley",4
"286 Albert Street, Balcatta",3
"286 Walcott Street, Menora",3
"287 Marmion Street, Melville",4
"287 Onslow Road, Shenton Park",6
"287 Oxford Street, Leederville",2
"288 Railway Parade, East Cannington",4
"288 Walcott Street, Menora",4
"289 Benenden Avenue, Alkimos",3
"28A Beatrice Avenue, Shelley",3
"28A Braibrise Road, Wilson",4
"28A Cockman Road, Greenwood",3
"28A Dunedin Street, Mount Hawthorn",3
"28a Golf View Street, Yokine",4
"28A Gosford Meander, Ashby",3
"28A Halse Crescent, Melville",3
"28A Hellfire Drive, Darch",3
"28A Henley Road, Ardross",4
"28A Hope Street, Watermans Bay",3
"28A James Street, Guildford",3
"28A Klem Avenue, Salter Point",3
"28A Littorina Avenue, Heathridge",3
"28A Marian Street, Innaloo",3
"28A Mary Street, Watermans Bay",3
"28A Nicholl Street, Glen Forrest",3
"28A Park Road, Midvale",4
"28A Pembroke Street, Bicton",4
"28a Point Walter Road, Bicton",2
"28A Prosser Way, Myaree",3
"28A Pulo Road, Brentwood",4
"28A Riseley Street, Ardross",3
"28A Transom Way, Ocean Reef",3
"28A Wilberforce Street, North Beach",5
"28a Windsor Place, Kallaroo",4
"28B Barrisdale Road, Ardross",5
"28B Gosford Meander, Ashby",3
"28B Haig Road, Attadale",4
"28B Henry Street, East Cannington",3
"28B Lawley Street, North Beach",3
"28B Purser Cove, Murdoch",3
"28B Siddons Way, Booragoon",3
"28B Swan Road, Attadale",4
"28B Yeovil Crescent, Bicton",4
"29 Addison Way, Warwick",3
"29 Addlewell Glen, Kiara",4
"29 Adonis Street, Mundijong",4
"29 Alderbury Street, Floreat",4
"29 Allamanda Drive, South Lake",3
"29 Allambie Drive, Craigie",3
"29 Allum Green, Merriwa",4
"29 Alpine Road, Kalamunda",3
"29 Amadeus Crescent, Port Kennedy",5
"29 Amethyst Place, Maida Vale",4
"29 Amherst Road, Swan View",4
"29 Anitra Court, Coogee",4
"29 Appian Way, Hamersley",3
"29 Araluen Crescent, Bertram",3
"29 Ardleigh Crescent, Hamersley",4
"29 Ashbourne Avenue, Ridgewood",4
"29 Ashburton Street, East Victoria Park",3
"29 Athenny Way, Darch",3
"29 Atkinson Road, Medina",2
"29 Avon Crescent, Viveash",4
"29 Axbridge Grange, Alkimos",4
"29 Ayres Road, Stoneville",4
"29 Ballybofey Loop, Bullsbrook",4
"29 Balmoral Street, East Victoria Park",5
"29 Barcelona Terrace, Hocking",4
"29 Basico Avenue, Sinagra",5
"29 Baza Gardens, Maida Vale",3
"29 Beckworth Avenue, Kiara",4
"29 Bellport Parade, Mindarie",5
"29 Belmore Bend, Aubin Grove",4
"29 Bilkurra Way, Mount Nasura",4
"29 Bingarra Crescent, Tapping",5
"29 Birkett Avenue, Beeliar",3
"29 Blacksmith Street, Queens Park",3
"29 Boynton Gardens, Iluka",5
"29 Bradbourne Drive, Carine",4
"29 Bradshaw Street, Eden Hill",3
"29 Braemore Street, Seville Grove",3
"29 Brinckley Crescent, Koondoola",3
"29 Brooklyn Avenue, Pearsall",3
"29 Brougham Crescent, Orelia",4
"29 Brumby Avenue, Henley Brook",5
"29 Burdett Retreat, Murdoch",4
"29 Cabernet Loop, Pearsall",3
"29 Calista Avenue, Calista",3
"29 Camden Boulevard, Aubin Grove",4
"29 Camelot Street, Carine",5
"29 Campus Way, Churchlands",5
"29 Camrose Lane, Darch",4
"29 Cape York Ramble, Bertram",4
"29 Cara Road, Greenmount",3
"29 Cardwell Avenue, Noranda",4
"29 Carlton Street, West Leederville",3
"29 Carlton Turn, Currambine",4
"29 Carpenteria Crescent, Kenwick",4
"29 Cascade Close, Safety Bay",3
"29 Castella Way, Mullaloo",4
"29 Cayley Street, Glendalough",2
"29 Centennial Avenue, Bertram",4
"29 Central Road, Rossmoyne",4
"29 Cerulean Road, Karnup",3
"29 Cincotta Loop, Beeliar",4
"29 Clearwater Way, Singleton",4
"29 Clint Way, Calista",5
"29 Clipson Crescent, Mundaring",4
"29 Clive Street, Bicton",5
"29 Colleran Way, Booragoon",5
"29 Conder Way, Southern River",4
"29 Conigrave Road, Yangebup",6
"29 Coniston Way, Ferndale",4
"29 Cornfield Place, Hillarys",4
"29 Corona Crescent, Cannington",3
"29 Coyle Road, Beldon",3
"29 Cressida Way, Camillo",3
"29 Crossandra Way, Greenwood",5
"29 Cumberland Way, Beldon",3
"29 Cutter Road, Waikiki",4
"29 Dakin Street, Daglish",2
"29 Dampier Avenue, City Beach",5
"29 Danohill Street, Huntingdale",4
"29 Darile Street, Hillman",3
"29 Davy Street, Alfred Cove",4
"29 Dawson Street, Beldon",4
"29 Daylesford Elbow, Jane Brook",4
"29 Descanso Loop, Aubin Grove",4
"29 Dewsbury Drive, Bertram",3
"29 Dixon Avenue, Kewdale",4
"29 Donabate Road, Ridgewood",4
"29 Donaldson Street, Queens Park",2
"29 Dorothy Street, Ashfield",2
"29 Driftwood Way, Bennett Springs",4
"29 Dumbarton Crescent, Menora",2
"29 Dumsday Drive, Forrestdale",4
"29 Dunmore Circuit, Merriwa",3
"29 Edgewater Road, Salter Point",4
"29 Edinboro Street, Mount Hawthorn",4
"29 Edulis Avenue, Aubin Grove",4
"29 Fairvale Bend, Madeley",4
"29 Fairywren Drive, Bennett Springs",4
"29 Fawkner Road, Two Rocks",4
"29 Ferndale Crescent, Ferndale",3
"29 FRANKENIA TURN, Success",4
"29 Galileo Avenue, Tapping",4
"29 Garland Road, Roleystone",3
"29 Gawler Way, Calista",3
"29 Gentilli Way, Salter Point",3
"29 Giles Street, North Beach",2
"29 Gillings Parade, Wattle Grove",4
"29 Glomach Circuit, Kinross",5
"29 Goldfinch Loop, Woodvale",3
"29 Grand Parade, Redcliffe",4
"29 Greenough Court, Jane Brook",4
"29 Greenshank Road, Harrisdale",4
"29 Grenache Crescent, Caversham",4
"29 Gurney Road, Spearwood",3
"29 Gwynne Corner, Jane Brook",4
"29 Halleendale Road, Walliston",5
"29 Hamelin Loop, Harrisdale",4
"29 Hammond Road, Claremont",5
"29 Hansen Road, Seville Grove",3
"29 Harcourt Place, Bellevue",4
"29 Hardy Road, Ashfield",4
"29 Harrison Road, Mount Richon",4
"29 Hartung Street, Mundaring",3
"29 Hartwell Parade, Jandakot",4
"29 Hayden Way, Langford",3
"29 Hayes Avenue, Yokine",2
"29 Hobbs Avenue, Dalkeith",5
"29 Holmwood Way, Embleton",3
"29 Hopetoun Terrace, Shenton Park",3
"29 Horseshoe Circuit, Henley Brook",4
"29 Hubert Street, Darlington",5
"29 Impressions Way, Singleton",4
"29 Indiana Parade, Singleton",4
"29 Innesvale Way, Carramar",3
"29 Inquirer Lane, Stratton",3
"29 Investigator Parade, Jindalee",4
"29 Jacqueline Street, Ashfield",4
"29 Jade Street, Mount Richon",4
"29 Jane Brook Drive, Jane Brook",4
"29 Januk Turn, South Guildford",4
"29 Kardan Circuit, Karawara",4
"29 Kellam Way, Medina",2
"29 Kenmure Avenue, Ashfield",4
"29 Kesiya Turn, Aubin Grove",4
"29 Kiandra Parade, Ballajura",5
"29 Killarney Heights, Kallaroo",5
"29 King William Street, South Fremantle",3
"29 Koolgoo Way, Koongamia",4
"29 Koondoola Avenue, Koondoola",3
"29 Kooya Way, Wattle Grove",4
"29 Lamond Street, Melville",3
"29 Lantern Way, Clarkson",4
"29 Lee Avenue, Hilton",3
"29 Lennox Place, Hamersley",3
"29 Letterkenny Road, Bullsbrook",4
"29 Lifford Way, Bellevue",4
"29 Lindsay Drive, Noranda",3
"29 Losino Boulevard, Henley Brook",4
"29 Lynton Street, Doubleview",3
"29 Mandalay Place, Craigie",4
"29 Marradong Street, Coolbinia",4
"29 Mcwhae Gardens, Bayswater",3
"29 Meecham Way, Karrinyup",4
"29 Millson Road, Maida Vale",4
"29 Millstream Place, Success",4
"29 Minjah Circuit, Carramar",4
"29 Mondrian Approach, Ashby",3
"29 Monroe Turn, Success",4
"29 Montana Crescent, Dayton",3
"29 Moonah Way, Hammond Park",4
"29 Morgan Street, Shenton Park",4
"29 Murchison Drive, Jane Brook",4
"29 Mustang Drive, Henley Brook",4
"29 Nambung Crescent, Bibra Lake",4
"29 Nautical Grove, Beldon",4
"29 Nelson Street, Inglewood",5
"29 Nesbit Drive, Haynes",4
"29 Newbold Place, Jane Brook",4
"29 NEWPORT GARDENS, Hillarys",5
"29 Noalimba Crescent, Bateman",4
"29 Noel Street, Helena Valley",3
"29 Nolan Way, Bateman",3
"29 Norman Street, Innaloo",3
"29 Norring Street, Cooloongup",3
"29 Norwood Loop, Tapping",4
"29 Oakland Avenue, Cloverdale",3
"29 Oakover Way, Heathridge",3
"29 Oceanrunner Boulevard, Shoalwater",4
"29 Olding Way, Melville",4
"29 OLLAVE Circuit, Aveley",4
"29 Oronsay Road, Greenwood",3
"29 Oxley Road, Darlington",3
"29 Padilla Way, Iluka",4
"29 Pando Crescent, Landsdale",4
"29 Pandora Drive, City Beach",3
"29 Parkway, Crawley",3
"29 Parry Avenue, Bateman",4
"29 Peel Street, Jolimont",4
"29 Phar Lap Road, Wattle Grove",4
"29 Pirianda Way, Aveley",4
"29 Pitt Street, Kensington",4
"29 Plumwood Avenue, Hammond Park",4
"29 Portland Street, Nedlands",3
"29 Queen Street, Bentley",4
"29 Queensbury Road, Joondalup",4
"29 Radstock Circuit, Ridgewood",4
"29 Ralphs Street, Seville Grove",4
"29 Ranmere Way, Langford",4
"29 Rawlinna Heights, Ballajura",4
"29 Redgum Way, Morley",4
"29 Redwood Crescent, Melville",3
"29 Robinson Terrace, Daglish",3
"29 Roche Way, Beeliar",4
"29 Rockdale Pass, Landsdale",4
"29 Roper Boulevard, Hammond Park",4
"29 Rosebery Street, Jolimont",2
"29 Roundhouse Parade, Jindalee",4
"29 Rountree Way, Marmion",4
"29 Russell Road, Maida Vale",4
"29 Sandmartin Drive, Southern River",4
"29 Sasse Avenue, Mount Hawthorn",3
"29 Savannah Way, Iluka",4
"29 Scaddan Street, Bassendean",3
"29 Scamills Road, Pearsall",3
"29 Scott Street, Koongamia",4
"29 Seawind Drive, Rockingham",4
"29 Second Avenue, Kensington",3
"29 Serenity Street, Wellard",4
"29 Seville Road, Forrestfield",5
"29 Sheldrake Way, Willetton",4
"29 Shelshaw Street, Melville",3
"29 Shiraz Boulevard, Pearsall",3
"29 Solandri Bend, Banksia Grove",4
"29 Sowden Drive, Samson",3
"29 Springview Circle, Bennett Springs",4
"29 Stockdale Crescent, Wembley Downs",4
"29 Strathclyde Circuit, Champion Lakes",3
"29 Summerton Road, Medina",2
"29 Summerville Boulevard, Caversham",3
"29 Swan Street, Mosman Park",3
"29 Swan View Road, Greenmount",3
"29 Swanson Way, Secret Harbour",4
"29 Swanway Crescent, Swanbourne",4
"29 Swift Turn, Parkerville",4
"29 Talara Circuit, Mindarie",4
"29 Tempany Way, Koondoola",4
"29 Templemore Gardens, Waterford",5
"29 Tia Avenue, High Wycombe",3
"29 Tidewater Way, Ascot",3
"29 Torquata Boulevard, Helena Valley",4
"29 Towie Street, Cloverdale",3
"29 Tredale Avenue, Mount Richon",2
"29 Tuart Road, Lesmurdie",3
"29 Tulip Way, East Cannington",4
"29 Turnatt Way, Wanneroo",4
"29 Urch Road, Kalamunda",4
"29 Van Kleef Circuit, Mount Claremont",4
"29 Vanderlin Crescent, Ridgewood",4
"29 Victoria Street, St James",2
"29 Vincent Street, Nedlands",4
"29 Vinciullo Way, Sinagra",4
"29 Vista Close, Edgewater",3
"29 Voyage Road, Heathridge",4
"29 Waitch Loop, Beeliar",4
"29 Waldburg Drive, Tapping",4
"29 Walgreen Crescent, Calista",3
"29 Wannell Street, Queens Park",4
"29 Ward Avenue, Greenmount",2
"29 Wasley Street, Mount Lawley",4
"29 Waterston Gardens, Hillarys",4
"29 Watson Place, Maylands",2
"29 Wauhop Circle, Beeliar",4
"29 Wavel Avenue, Riverton",3
"29 Waverley Way, Parkwood",5
"29 Wellard Road, Calista",4
"29 Wellesley Way, Samson",4
"29 Welstead Way, Hocking",4
"29 Wexcombe Way, Aveley",4
"29 Whimbrel Parade, Bennett Springs",4
"29 Whistler Green, Brookdale",3
"29 Whitchurch Road, Redcliffe",4
"29 Whitfeld Terrace, Winthrop",4
"29 Whitlock Road, Queens Park",3
"29 Williambury Drive, Yangebup",3
"29 Willmott Drive, Cooloongup",3
"29 Wilson Street, Wooroloo",4
"29 Windermere Circle, Joondalup",4
"29 Wineberry Loop, South Lake",4
"29 Winterbell Court, Churchlands",5
"29 Woodbridge Drive, Cooloongup",3
"29 Woodley Way, Parmelia",5
"29/27 Piccadilly Circle, Joondalup",3
"290 Cape Street, Yokine",3
"290 Samuel Street, Mount Helena",4
"290 Walcott Street, Menora",3
"290 Warton Road, Southern River",4
"2900 Strettle Road, Mahogany Creek",2
"291 Onslow Road, Shenton Park",2
"291 Yangebup Road, Yangebup",4
"292 Albert Street, Balcatta",3
"292 Epsom Avenue, Cloverdale",2
"292 The Boulevard, City Beach",4
"2925 Stoneville Road, Stoneville",4
"292A Carrington Street, Hilton",3
"293 Campbell Road, Canning Vale",3
"293 Lord Street, Beechboro",3
"2930 Strettle Road, Mahogany Creek",4
"2953 Albany Highway, Kelmscott",2
"295A Spearwood Avenue, Spearwood",2
"295B Harborne Street, Glendalough",2
"295C Harborne Street, Glendalough",2
"296 Crawford Road, Inglewood",4
"296 Eddystone Avenue, Heathridge",4
"296 Railway Parade, East Cannington",7
"296 Robinson Avenue, Cloverdale",4
"296 South Terrace, South Fremantle",3
"296 Walcott Street, Menora",3
"297 Hardey Road, Cloverdale",2
"297 Tapper Road, Atwell",4
"298 Westfield Road, Seville Grove",3
"298 Wharf Street, Queens Park",2
"299 Camberwarra Drive, Craigie",3
"299 Fisher Street, Cloverdale",4
"299 Railway Parade, Maylands",2
"299A Huntriss Road, Woodlands",3
"29A Dargin Place, Greenwood",3
"29A Drummond Street, Bedford",3
"29A Forder Road, Noranda",4
"29A Helena Street, Guildford",2
"29a Irwin Road, Embleton",4
"29A Jugan Street, Mount Hawthorn",4
"29A Latham Street, Alfred Cove",4
"29A Lawnbrook Road, Walliston",4
"29A Messina Drive, Sinagra",3
"29A Saleham Street, Lathlain",4
"29A Scott Street, Koongamia",3
"29A Victoria Street, Redcliffe",3
"29A Wyndham Street, St James",4
"29B Bell Street, Rockingham",3
"29B Dargin Place, Greenwood",3
"29B Davy Street, Alfred Cove",3
"29B Helena Street, Guildford",2
"29b Hooson Way, Wilson",5
"29B Market Street, Guildford",4
"29B Sergeant Road, Melville",4
"29B West Coast Drive, Watermans Bay",4
"29C Crocker Way, Innaloo",3
"2A Anderson Street, Mount Hawthorn",3
"2A Braunton Street, Bicton",3
"2a Cliff Road, Claremont",2
"2A Colville Street, Waikiki",3
"2A Conon Road, Applecross",4
"2a Cottrill Street, Myaree",3
"2A Cowan Street, Alfred Cove",4
"2A Crana Place, Karawara",4
"2a Dale Street, South Fremantle",3
"2A Devon Way, Lynwood",4
"2A Durant Way, Brentwood",3
"2A Eartham Place, Westminster",3
"2A Fleming Avenue, Bentley",4
"2A Flora Street, Midland",3
"2A Geordie Court, Coogee",4
"2A George Street, Cottesloe",4
"2A George Street, Midland",3
"2A Glencairn Way, Parkwood",3
"2a Grigg Place, Hilton",4
"2A Howson Street, Hilton",3
"2A Jackman Street, Willagee",4
"2A Knight Street, Wembley Downs",3
"2A Lakeway Street, Claremont",3
"2A Lilac Pass, Bertram",4
"2A Lilacdale Road, Innaloo",3
"2A Lucas Street, Willagee",3
"2A Macao Road, High Wycombe",4
"2A Malsbury Street, Bicton",4
"2A Mary Street, Hazelmere",3
"2A Money Road, Attadale",4
"2a Nollamara Avenue, Nollamara",3
"2A Norseman Street, East Victoria Park",3
"2A Orana Crescent, Brentwood",4
"2A Paltridge Avenue, Carlisle",3
"2A Parkway, Warwick",3
"2A Princeville Tor, Connolly",4
"2A Quebec Road, Woodbridge",3
"2A Quorn Street, Wembley Downs",5
"2A Reed Road, Attadale",4
"2A Richardson Road, Middle Swan",3
"2A Rivett Way, Brentwood",3
"2A Spinaway Crescent, Brentwood",2
"2A Stanbury Crescent, Morley",3
"2A Sulman Avenue, Salter Point",4
"2A Tamar Street, Palmyra",3
"2A Thompson Street, North Perth",2
"2A Turley Court, Langford",3
"2A Unwin Crescent, Salter Point",5
"2A Yalgoo Avenue, White Gum Valley",3
"2A Yilgarn Street, Shenton Park",2
"2B Bonsall Place, Carine",3
"2B Campion Avenue, Balcatta",3
"2B Campsie Street, Nedlands",4
"2b Chatham Road, Woodbridge",3
"2B Cliff Road, Claremont",3
"2B Coomoora Road, Mount Pleasant",3
"2B Cottrill Street, Myaree",2
"2B Coverley Street, Alfred Cove",4
"2B Crown Court, Carine",3
