ADDRESS,LAND_AREA
"4 Shallcross Street, Yangebup",515
"4 Shea Grove, Leeming",690
"4 Sheathbill Court, Safety Bay",608
"4 Shelshaw Street, Melville",821
"4 Shelvock Crescent, Koondoola",728
"4 Sherbrooke Heights, Noranda",702
"4 Sherlock Close, Gosnells",724
"4 Shipton Loop, Ashby",595
"4 Shore Place, Mullaloo",764
"4 Siena Link, Ashby",576
"4 Silver Grove, Warnbro",501
"4 Silverline Bend, Bertram",622
"4 Simmonds Street, Morley",728
"4 Sitka Place, Cannington",680
"4 Skerries Way, Ridgewood",568
"4 Ski Court, Port Kennedy",208
"4 Skyros Mews, Stratton",537
"4 Slate Way, Harrisdale",320
"4 Sloman Lane, Clarkson",310
"4 Smallman Place, Ashfield",611
"4 Smilax Court, High Wycombe",701
"4 Sofitel Lane, Currambine",635
"4 Soho Lane, Currambine",547
"4 Somers Street, Belmont",859
"4 Sottogrande View, Connolly",716
"4 South Road, Shoalwater",1049
"4 Southgate Court, Kingsley",680
"4 Spicer Place, Bellevue",795
"4 Spitfire Avenue, Burns Beach",575
"4 Spring Road, Parkerville",1598
"4 Springside Crescent, Glen Forrest",1907
"4 St Annes Retreat, Connolly",1142
"4 St Ives Drive, Yanchep",810
"4 St Thomas Loop, Iluka",774
"4 Staff Street, Jarrahdale",790
"4 Stapella Lane, Bennett Springs",544
"4 Staples Street, North Fremantle",311
"4 Staunton Grove, Mirrabooka",712
"4 Stingray Way, Jindalee",532
"4 Stirling Waters Avenue, Stirling",710
"4 Stokesay Street, Orelia",671
"4 Stormbird Loop, Currambine",464
"4 Strabane Green, Ridgewood",384
"4 Strathclyde Circuit, Champion Lakes",308
"4 Strathpine Chase, Landsdale",751
"4 Strelitz View, Beeliar",603
"4 Strickland Court, Coogee",727
"4 Stubbs Place, Booragoon",750
"4 Sumich Gardens, Coogee",628
"4 Sunbird Place, Ocean Reef",866
"4 Surf Drive, Secret Harbour",1000
"4 Swan View Road, Greenmount",2099
"4 Swanbourne Avenue, Secret Harbour",517
"4 Sydney Street, South Fremantle",324
"4 Taiof Close, Secret Harbour",702
"4 Tallerack Street, Carramar",622
"4 Tallinn Loop, Mindarie",626
"4 Tana Court, Waikiki",806
"4 Tanson Street, Attadale",892
"4 Tarakan Heights, Marangaroo",518
"4 Tarongo Way, City Beach",777
"4 Taroona Lane, Currambine",547
"4 Tarraji Terrace, Marangaroo",504
"4 Tassell Place, Stoneville",2000
"4 Tattler Way, Bennett Springs",600
"4 Taviano Vista, Secret Harbour",620
"4 Taylor Street, White Gum Valley",630
"4 Tellima Mall, Stirling",464
"4 Templar Pass, Wattle Grove",530
"4 The Circus, Burswood",334
"4 The Fairways, The Vines",254
"4 The Mead, Kiara",450
"4 The Pinnacle, Willetton",759
"4 Thompson Terrace, Bertram",728
"4 Thornton Place, Gooseberry Hill",1951
"4 Thorogood Avenue, Wattle Grove",639
"4 Tide Way, Singleton",342
"4 Tilbury Mews, Quinns Rocks",631
"4 Tiliqua Crescent, Wandi",333
"4 Tinos Lane, Alkimos",360
"4 Titicaca Court, Joondalup",608
"4 Todd Street, Spearwood",809
"4 Tokara Avenue, Henley Brook",582
"4 Tolbury Retreat, Kiara",453
"4 Tolj Loop, Aveley",730
"4 Torrens Close, Mullaloo",694
"4 Tortorici Avenue, Sinagra",604
"4 Torwood Grove, Edgewater",713
"4 Tottenham Street, Chidlow",1214
"4 Tour Place, Middle Swan",737
"4 Tralee Way, Ridgewood",327
"4 Traminer Way, Pearsall",361
"4 Tratman Road, Caversham",582
"4 Tree Glen, Parkerville",2001
"4 Trevithick Close, Stirling",911
"4 Trink Street, Cloverdale",858
"4 Tropea Place, Secret Harbour",598
"4 Tupelo Court, Greenwood",767
"4 Tupper Place, Bateman",700
"4 Tuross Place, Ridgewood",859
"4 Tylee Cove, Atwell",477
"4 Tyler Mews, Forrestfield",674
"4 Uffizi End, Aveley",742
"4 Ukich Crescent, Spearwood",327
"4 Umina Way, Burns Beach",560
"4 Urbahns Crescent, Bateman",703
"4 Urchin Mews, Waikiki",693
"4 Urquhart Way, Hocking",590
"4 Ursuline Vista, Queens Park",487
"4 Vaal Grove, Joondalup",739
"4 Valdez Way, Port Kennedy",663
"4 Valencia Court, Alexander Heights",692
"4 Valley Brook Road, Caversham",731
"4 Vanda Place, Maddington",728
"4 Vann Court, Ashby",549
"4 Veldt Mews, Mirrabooka",687
"4 Vermilion Boulevard, Hilbert",2305
"4 Vernon Street, Trigg",728
"4 Vickers Pass, Byford",615
"4 Violet Street, Mosman Park",512
"4 Vista Street, Kensington",517
"4 Vivante Loop, Landsdale",538
"4 Vivian Way, Boya",2065
"4 Volute Place, Mullaloo",697
"4 Wagoora Place, Koongamia",743
"4 Wake Court, Redcliffe",345
"4 Waler Close, Stratton",556
"4 Wallum Road, Banksia Grove",300
"4 Walsall Turn, Hocking",569
"4 Wanill Place, Wanneroo",767
"4 Wanliss Street, Jarrahdale",994
"4 Ware Street, Embleton",418
"4 Warnford Street, Butler",570
"4 Warrego Street, Kensington",902
"4 Warru Gardens, Success",452
"4 Warwick Street, West Leederville",316
"4 Waterton Way, Cooloongup",747
"4 Waterway Crescent, Ascot",525
"4 Wayang Place, Bentley",297
"4 Webb Street, Rossmoyne",850
"4 Weero Close, Kenwick",641
"4 Weetman Cove, Cannington",304
"4 WEIR Place, Bateman",769
"4 Wellman Street, Guildford",505
"4 Wells Place, Padbury",708
"4 Wendowie Place, Serpentine",1042
"4 Wenn Road, Singleton",777
"4 Wenstead Place, Stratton",534
"4 Westerway Terrace, North Lake",641
"4 Westmorland Street, East Victoria Park",765
"4 Westport Parade, Darch",617
"4 Whimbrel Way, Harrisdale",590
"4 Whistler Green, Brookdale",564
"4 Whitcombe Way, Alexander Heights",686
"4 Whittaker Crescent, Bull Creek",761
"4 Whittington Avenue, Carine",719
"4 Wicklow Close, Beaconsfield",441
"4 Wiggins Road, Orelia",729
"4 Wilde Street, Embleton",688
"4 WILGERUP PLACE, Hillman",714
"4 Williamson Avenue, Belmont",764
"4 Wills Court, Mirrabooka",871
"4 Wilsmore Street, Daglish",808
"4 Wilson Place, Gooseberry Hill",979
"4 Wimbledon Street, Bertram",731
"4 Windfield Road, Melville",797
"4 Winston Way, Madeley",588
"4 Wisbech Street, Bayswater",668
"4 Wishart Loop, Wanneroo",601
"4 Wolseley Road, Morley",366
"4 Woodlake Boulevard, Ellenbrook",674
"4 Woolwich Close, Kallaroo",827
"4 Woonan Place, Karawara",721
"4 Yabbara Avenue, Burns Beach",575
"4 Yale Road, Thornlie",987
"4 Yanchep Link, Jane Brook",540
"4 Yaringa Street, Golden Bay",857
"4 Yarrunga Close, Jane Brook",701
"4 Yelka Way, Bertram",632
"4 Yeovil Crescent, Bicton",536
"4 Yirrdah Court, Maida Vale",575
"4 Yulan Court, Huntingdale",687
"4 Zollner Close, Connolly",774
"4/1 Boulder Street, Bentley",295
"4/1 Brumby Avenue, Henley Brook",413
"4/1 Cowan Street, Alfred Cove",221
"4/1 Park Avenue, Crawley",1001
"4/1 Quamby Place, Rockingham",377
"4/10 Rinaldo Place, Coolbellup",255
"4/10 Ventnor Avenue, Mount Pleasant",293
"4/101 Bindaring Parade, Claremont",436
"4/107 Morrison Road, Midland",163
"4/111 Ferguson Street, Midland",222
"4/12 Elsie Street, Watermans Bay",2426
"4/12 Latham Street, Alfred Cove",507
"4/12 Mackie Street, Victoria Park",1017
"4/12 Mahlberg Avenue, Woodlands",1013
"4/138 Gibbs Street, East Cannington",301
"4/149 Hale Road, Forrestfield",224
"4/15 Cooper Road, Morley",289
"4/157 Stock Road, Attadale",1041
"4/16 Westlinton Circle, Waikiki",225
"4/165 French Street, Tuart Hill",181
"4/17 Nemagold Grove, Coogee",1331
"4/17 Normanby Road, Inglewood",2015
"4/171 Forrest Street, Fremantle",2114
"4/18 Point Walter Road, Bicton",213
"4/19 Woodley Way, Parmelia",315
"4/20 Arabella Mews, Currambine",244
"4/20 Ivanhoe Street, Bassendean",299
"4/204 Bateman Road, Brentwood",286
"4/207 Manning Road, Bentley",249
"4/209 Edinboro Street, Joondanna",218
"4/21 Fletcher Street, Yokine",1214
"4/21 Foss Street, Palmyra",263
"4/21 Maida Vale Road, Maida Vale",1972
"4/23 Elizabeth Street, Maylands",2025
"4/24 Coventry Road, Shoalwater",234
"4/25 Clydesdale Street, Burswood",583
"4/26 Ivanhoe Street, Bassendean",204
"4/26 Lichfield Street, Victoria Park",256
"4/26 Thorson Way, Lockridge",1193
"4/260 Wright Street, Cloverdale",298
"4/27 Hardey Road, Ascot",302
"4/28 Waterford Street, Inglewood",207
"4/3 Robin Street, Menora",2410
"4/30 Mitchell Street, Bentley",2050
"4/30 Montreal Road, Woodbridge",327
"4/309 Wharf Street, Queens Park",464
"4/31 Third Avenue, Kelmscott",193
"4/31 Waterloo Street, Joondanna",2024
"4/32 Holmesdale Road, Woodbridge",243
"4/326 Preston Point Road, Attadale",399
"4/33 Central Road, Kalamunda",329
"4/36 Forrest Street, Cottesloe",181
"4/36 Mason Street, Cannington",1470
"4/39 Maida Vale Road, Maida Vale",247
"4/4 Haig Street, Tuart Hill",229
"4/4 Hurd Road, Bullsbrook",453
"4/4 Kirkpatrick Crescent, Noranda",1599
"4/4 Valentine Road, Kelmscott",191
"4/40 Banksia Terrace, Kensington",221
"4/42 Byers Road, Woodbridge",194
"4/44 Central Road, Rossmoyne",265
"4/44 Morris Road, Innaloo",113
"4/44 Mulligan Way, Orelia",139
"4/44 Pulo Road, Brentwood",2025
"4/45 Third Avenue, Kelmscott",313
"4/5 Bridges Road, Melville",2025
"4/5 Jesmond Street, Safety Bay",2429
"4/50 Sayer Street, Midland",160
"4/51 Wray Avenue, Fremantle",424
"4/52 Bayview Terrace, Yangebup",246
"4/57 Scaddan Street, Bassendean",271
"4/58 Pollard Street, Glendalough",1726
"4/6 Bluestone Loop, Piara Waters",1440
"4/62 George Way, Cannington",300
"4/664 Beach Road, Hamersley",204
"4/71 Epsom Avenue, Redcliffe",201
"4/75 Ferguson Street, Midland",1012
"4/78 Clydesdale Street, Como",196
"4/8 Benson Court, Mount Nasura",304
"4/8 Caird Place, Parkwood",1850
"4/86 Campion Avenue, Balcatta",1013
"4/96 Helena Street, Guildford",188
"40 Agincourt Drive, Forrestfield",718
"40 Andros Circuit, Mindarie",836
"40 Antares Street, Clarkson",233
"40 Appleberry Street, Churchlands",362
"40 Arkwell Street, Willagee",794
"40 Armadale Road, Rivervale",911
"40 ARTHUR ROAD, Wattle Grove",604
"40 Axbridge Street, Karrinyup",1006
"40 Bagatelle Road, Landsdale",576
"40 Barbarigo Bend, Aveley",640
"40 Barfield Road, Hammond Park",573
"40 Beatrice Road, Dalkeith",1109
"40 Beckworth Avenue, Kiara",530
"40 Bell Street, Rockingham",1011
"40 Bibbulmun Entrance, Sinagra",608
"40 Birrine Gardens, High Wycombe",625
"40 Blackford Street, Mount Hawthorn",491
"40 Bluebell Avenue, High Wycombe",400
"40 Boronia Avenue, Nedlands",1013
"40 Bourbon Street, Hamilton Hill",262
"40 Burnettia Lane, Mount Claremont",200
"40 Bursaria Crescent, Ferndale",973
"40 Burwood Road, Balcatta",480
"40 Buxton Street, Mount Hawthorn",491
"40 Cadoux Loop, Hocking",625
"40 Camira Way, Quinns Rocks",582
"40 Canavan Crescent, Manning",485
"40 Carvie Street, Hillman",699
"40 Chatsworth Drive, Hocking",540
"40 Cheltenham Loop, Bertram",337
"40 Church Street, Wanneroo",691
"40 Circe Circle, Dalkeith",1012
"40 Clarecastle Retreat, Mindarie",411
"40 Clement Street, Swanbourne",440
"40 Clotilde Street, Mount Lawley",539
"40 Cockman Way, Orelia",839
"40 Coldwells Street, Bicton",515
"40 Colleran Way, Booragoon",796
"40 Collier Street, Wembley",335
"40 Collingwood Street, Dianella",809
"40 Colville Street, Waikiki",680
"40 Colwyn Loop, Tapping",738
"40 Commonwealth Avenue, North Perth",383
"40 Coomoora Road, Ardross",860
"40 Corinthian Road, Rossmoyne",857
"40 Craignish Loop, Kinross",600
"40 Custance Street, Lathlain",450
"40 Cygnus Street, Rockingham",641
"40 Davies Crescent, Gooseberry Hill",1922
"40 Demesne Circuit, Aveley",640
"40 Derrington Crescent, Balga",688
"40 Descanso Loop, Aubin Grove",601
"40 Dorney Esplanade, Champion Lakes",449
"40 Drakeswood Road, Warwick",731
"40 Duncan Street, Victoria Park",536
"40 Durrant Way, High Wycombe",721
"40 Echidna Street, Banksia Grove",435
"40 Edgeworth Circuit, Tapping",607
"40 Everett Street, Crawley",253
"40 Ewart Street, Midvale",1051
"40 Farmer Avenue, Brookdale",700
"40 Federation Drive, Singleton",754
"40 Feltbush Mews, Canning Vale",690
"40 Ferndale Corner, Mindarie",500
"40 Fernhill Promenade, Harrisdale",375
"40 Fomiatti Street, Ashby",302
"40 Ford Road, Lesmurdie",2312
"40 Forillion Avenue, Bibra Lake",659
"40 Fraser Street, East Fremantle",509
"40 Garfield Way, Greenwood",688
"40 Garran Loop, Henley Brook",595
"40 Glencoe Loop, Kinross",706
"40 Golden Crescent, High Wycombe",700
"40 Goldfields Loop, Wandi",373
"40 Goldsmith Road, Spearwood",720
"40 Granesse Drive, Ellenbrook",652
"40 Grover Way, Medina",728
"40 Hale Street, North Beach",1042
"40 Hampshire Street, East Victoria Park",430
"40 Hanlin Way, Samson",707
"40 Hardey East Road, Wattle Grove",468
"40 Hardy Road, Ashfield",510
"40 Harmony Parade, Singleton",776
"40 Helena Street, Guildford",799
"40 Hesperia Avenue, City Beach",1021
"40 Hopetoun Terrace, Shenton Park",364
"40 Horslay Way, Noranda",714
"40 Hull Way, Beechboro",800
"40 Joslin Street, Hilton",1097
"40 Kennedia Entrance, Dayton",250
"40 Kentucky Boulevard, Hocking",606
"40 Kinsale Drive, Mindarie",1034
"40 Lakefront Circle, The Vines",266
"40 Lancer Way, Alexander Heights",506
"40 Landor Road, Gooseberry Hill",2233
"40 Latimer Way, Langford",602
"40 Lefroy Road, Beaconsfield",311
"40 Lowan Loop, Karawara",551
"40 Maamba Road, Wattle Grove",555
"40 Magma Road, Wattle Grove",611
"40 Mainsail Drive, Ocean Reef",807
"40 Margaret Street, Watermans Bay",2097
"40 Marloo Street, Wattle Grove",314
"40 Martha Street, Beaconsfield",431
"40 Mary Street, Watermans Bay",1024
"40 Matson Street, Medina",729
"40 McKenzie Way, Embleton",384
"40 Meadowbrook Drive, Parkwood",700
"40 Meecham Way, Karrinyup",852
"40 Meenaar Crescent, Coolbinia",889
"40 Melrose Street, Leederville",224
"40 Mockeridge Circuit, Middle Swan",560
"40 Nanson Street, Wembley",688
"40 Noel Road, Gooseberry Hill",1579
"40 Northmore Street, Daglish",605
"40 Oakleaf Circle, Mirrabooka",608
"40 Ohrid Place, Joondalup",776
"40 Olive Street, Subiaco",272
"40 Pangbourne Street, Wembley",394
"40 Park Road, Midvale",720
"40 Paterson Road, Mount Nasura",2033
"40 Pedder Way, Parmelia",728
"40 Pollock Street, Bentley",270
"40 Portchester Drive, Darch",612
"40 Preston Road, Parmelia",739
"40 Rand Avenue, Waikiki",688
"40 Redgum Avenue, Bellevue",690
"40 Reveley Court, Samson",745
"40 Rokewood Way, Karragullen",1012
"40 Roselea Boulevard, Stirling",376
"40 Roxburghe Drive, The Vines",834
"40 Rubens Circuit, Baldivis",258
"40 Salter Point Parade, Salter Point",736
"40 Saunders Street, North Beach",532
"40 Sessilis Crescent, Wattle Grove",369
"40 Seville Way, Aubin Grove",495
"40 Silver Sands Drive, Iluka",627
"40 Simmonds Pass, Ellenbrook",390
"40 Simper Street, Wembley",549
"40 Smirk Road, Baldivis",466
"40 Sorrento Turn, Secret Harbour",495
"40 South Street, Fremantle",335
"40 St Catharines Promenade, Champion Lakes",361
"40 St Georges Avenue, Champion Lakes",1170
"40 St Pauls Crescent, Joondalup",276
"40 Sunstone Drive, Wellard",545
"40 Sycamore Avenue, South Lake",553
"40 Tain Street, Applecross",1073
"40 Tapping Way, Quinns Rocks",691
"40 Tavistock Crescent, Lynwood",280
"40 Tenggara Avenue, Two Rocks",862
"40 The Broadwater, Ballajura",756
"40 Timberlane Loop, Cooloongup",700
"40 Tintagel Loop, Orelia",595
"40 Tokara Avenue, Henley Brook",588
"40 Tolworth Way, Embleton",395
"40 Tuscan Street, Rossmoyne",1044
"40 Verbania Loop, Beeliar",512
"40 Veronica Parkway, Stirling",501
"40 Victoria Street, Mosman Park",405
"40 Waratah Avenue, Dalkeith",1012
"40 Waterhall Road, South Guildford",490
"40 Waterview Drive, Woodvale",610
"40 Watling Avenue, Lynwood",692
"40 Wester Crescent, Quinns Rocks",608
"40 Willcox Street, Chidlow",1454
"40 Windsor Road, East Fremantle",912
"40 Winter Drive, Thornlie",652
"40 Wyatt Road, Hocking",576
"40 Ypres Road, Camillo",700
"40 Zaragoza Drive, Port Kennedy",600
"40/1 Cameron Street, Langford",201
"40/444 Marmion Street, Myaree",130
"400 Warwick Road, Warwick",728
"401 Belgravia Street, Cloverdale",331
"401 Summerlakes Parade, Ballajura",1000
"401 Walcott Street, Coolbinia",455
"402 High Road, Riverton",744
"404 High Road, Riverton",708
"405 Brooking Road, Mahogany Creek",910
"405 Robinson Road, Mahogany Creek",2000
"405 Walcott Street, Coolbinia",468
"407 Wentworth Parade, Success",534
"408 Great Eastern Highway, Woodbridge",627
"409 Guildford Road, Bayswater",651
"409 North Beach Road, Karrinyup",600
"409 Summerlakes Parade, Ballajura",856
"40A Aussat Drive, Kiara",454
"40a Bessell Avenue, Como",500
"40A Bickley Road, Cannington",542
"40A Blackrock Avenue, Butler",182
"40A Crawshaw Crescent, Manning",452
"40A Edward Street, Bedford",575
"40A Gordona Parade, Beeliar",270
"40A Harrisdale Drive, Harrisdale",482
"40A Hope Street, Watermans Bay",1134
"40A Margaret Street, Watermans Bay",468
"40A North Lake Road, Alfred Cove",435
"40a Prinsep Road, Jandakot",496
"40A Selway Road, Brentwood",364
"40A Stirk Road, Alfred Cove",506
"40A Sulman Avenue, Salter Point",187
"40A Tain Street, Applecross",627
"40A Westlake Road, Morley",321
"40a Winchelsea Road, Nollamara",850
"40A Woodmore Road, Langford",644
"40b Dunrossil Street, Wembley Downs",677
"40B Elsie Street, Watermans Bay",565
"40b Gallipoli Street, Lathlain",509
"40B Gordona Parade, Beeliar",268
"40B Prinsep Road, Jandakot",818
"40B Rodda Street, Morley",301
"41 Alumni Terrace, Churchlands",306
"41 Amalfi Drive, Hillarys",511
"41 Ambassador Drive, Currambine",660
"41 Andrews Way, Herne Hill",802
"41 Arlington Avenue, South Perth",437
"41 Aroona Way, Maddington",557
"41 Aureate Way, Eglinton",225
"41 Babbler Turn, Bennett Springs",526
"41 Barnevelder Bend, Southern River",357
"41 Barrington Avenue, Champion Lakes",285
"41 Bartlett Crescent, Karrinyup",729
"41 Beaconsfield Street, St James",1012
"41 Beatrice Road, Dalkeith",1049
"41 Beaumont Way, Greenwood",729
"41 Beckworth Avenue, Kiara",690
"41 Bedford Street, East Fremantle",663
"41 Bellingham Road, Hammond Park",498
"41 Belvedaire Way, Lynwood",688
"41 Bessell Avenue, Como",1012
"41 Bishopsgate Street, Lathlain",378
"41 Blackford Street, Mount Hawthorn",490
"41 Blencowe Street, West Leederville",773
"41 Blue Mountain Link, Merriwa",548
"41 Bodicoat Drive, Brookdale",724
"41 Bolton Way, Darch",643
"41 Boorabbin Place, Ballajura",349
"41 Boundary Road, St James",768
"41 Brabant Way, Hamersley",756
"41 Bradford Street, Menora",989
"41 Bradley Way, Lockridge",728
"41 Bramley Loop, Madeley",605
"41 Bramston Vista, Burns Beach",426
"41 Breaden Drive, Cooloongup",1003
"41 Brixton Crescent, Ellenbrook",620
"41 Brookman Avenue, Langford",704
"41 Broome Street, Nedlands",787
"41 Brunswick Bend, Jane Brook",789
"41 Bruny Meander, Wandi",473
"41 Bulimba Road, Nedlands",923
"41 Burnham Way, Girrawheen",692
"41 Bywater Way, Wilson",800
"41 Cambridge Crescent, Cooloongup",691
"41 Castella Drive, Caversham",509
"41 Castellon Crescent, Coogee",727
"41 Cato Place, Lockridge",281
"41 Channel Drive, Heathridge",683
"41 Chartwell Bend, Hocking",594
"41 Chatsworth Drive, Hocking",560
"41 Chieftain Street, Bertram",759
"41 Chiltern Avenue, Brookdale",431
"41 Citrus Loop, South Lake",402
"41 Claremont Crescent, Swanbourne",479
"41 Clotilde Street, Mount Lawley",1012
"41 Cob Road, Brabham",512
"41 Cockatoo Drive, Mundaring",2435
"41 Cockman Road, Greenwood",720
"41 Coldstream Street, West Leederville",409
"41 Coronado Ridge, Iluka",694
"41 Corriedale Place, Thornlie",709
"41 Cotherstone Road, Kalamunda",1129
"41 Cypress Road, Forrestfield",704
"41 Dalyup Road, Southern River",599
"41 Dealy Close, Cannington",281
"41 Delton Way, Atwell",679
"41 Derry Avenue, Mount Nasura",641
"41 Dilkara Way, City Beach",821
"41 Downey Drive, Manning",807
"41 Duart Road, Trigg",731
"41 Duckbill Loop, Southern River",565
"41 Dumbarton Crescent, Menora",678
"41 Dutton Way, Singleton",943
"41 Eastwood Way, Hamersley",730
"41 Ellersdale Avenue, Warwick",710
"41 Elmina Avenue, Ellenbrook",629
"41 Elvire Street, Watermans Bay",451
"41 Embleton Avenue, Embleton",330
"41 Evans Street, Mount Helena",2017
"41 Ewart Street, Midvale",1052
"41 Fleetwood Circuit, Woodvale",611
"41 Foreshore Vista, Yanchep",478
"41 Foundry Turn, Harrisdale",462
"41 Friarbird Terrace, Beeliar",700
"41 Geraldine Street, Bassendean",976
"41 Glastonbury Street, Leda",516
"41 Glen Ross Chase, Jane Brook",735
"41 Glenmere Road, Warwick",768
"41 Goundrey Drive, Pearsall",301
"41 Grafham Road, Brookdale",338
"41 Gratwick Way, Koondoola",716
"41 Griffin Crescent, Manning",522
"41 Guinivere Way, Camillo",681
"41 Guron Road, Duncraig",774
"41 Haig Street, Ashfield",534
"41 Hale Street, Watermans Bay",791
"41 Halifax Boulevard, Mindarie",528
"41 Halvorson Road, Morley",326
"41 Hartwell Parade, Jandakot",721
"41 Heath Road, Roleystone",2053
"41 Hobbs Avenue, Dalkeith",1018
"41 Hollingsworth Avenue, Koondoola",766
"41 Hollins Bend, Madeley",544
"41 Hopetoun Terrace, Shenton Park",364
"41 Huntsman Terrace, Jane Brook",703
"41 Hurlston Way, Koondoola",810
"41 Hybanthus Loop, Beeliar",587
"41 Inverness Crescent, Menora",814
"41 James Gilmour Way, Darch",551
"41 Karunjie Road, Golden Bay",867
"41 Kennack Vista, Atwell",696
"41 Kingsbridge Road, Warnbro",728
"41 Kirkdale Avenue, Floreat",835
"41 Kurrajong Boulevard, Banksia Grove",700
"41 Kurrajong Drive, Thornlie",680
"41 Kurrajong Road, Safety Bay",716
"41 Lanark Street, Coolbinia",683
