ADDRESS,NEAREST_SCH
"4 Patula Place, Menora",MOUNT LAWLEY SENIOR HIGH SCHOOL
"4 Paulina Way, Coolbellup",NORTH LAKE SENIOR CAMPUS
"4 Pedersen Street, Cloverdale",BELMONT CITY COLLEGE
"4 Peebles Cross, Sinagra",WANNEROO SECONDARY COLLEGE
"4 Pendalup Road, Jane Brook",SWAN CHRISTIAN COLLEGE
"4 Pera Mews, Beldon",BELRIDGE SECONDARY COLLEGE
"4 Peters Way, Bibra Lake",KENNEDY BAPTIST COLLEGE
"4 Petworth Drive, The Vines",HOLY CROSS COLLEGE
"4 Pexton Drive, South Guildford",GUILDFORD GRAMMAR SCHOOL
"4 Piarri Grove, Golden Bay",COMET BAY COLLEGE
"4 Pierre Place, Padbury",ST MARK'S ANGLICAN COMMUNITY SCHOOL
"4 Piesse Place, Seville Grove",CECIL ANDREWS COLLEGE
"4 Pilbara Crescent, Jane Brook",SWAN VIEW SENIOR HIGH SCHOOL
"4 Pilot Road, Huntingdale",SOUTHERN RIVER COLLEGE
"4 Pimelea Street, Maida Vale",DARLING RANGE SPORTS COLLEGE
"4 Pindan Elbow, Atwell",ATWELL COLLEGE
"4 Pinker Crescent, Maida Vale",DARLING RANGE SPORTS COLLEGE
"4 Piper Place, Bateman",CORPUS CHRISTI COLLEGE
"4 Pipestone Place, Quinns Rocks",ALKIMOS BAPTIST COLLEGE
"4 Pitt Street, St James",CANNING COLLEGE
"4 Pleasant Place, Shelley",AQUINAS COLLEGE
"4 Po Mews, Champion Lakes",JOHN WOLLASTON ANGLICAN COMMUNITY SCHOOL
"4 Pomera Drive, Byford",BYFORD SECONDARY COLLEGE
"4 Pond Place, South Lake",LAKELAND SENIOR HIGH SCHOOL
"4 Portree Way, Duncraig",GREENWOOD COLLEGE
"4 Portsea Place, Cooloongup",KOLBE CATHOLIC COLLEGE
"4 Preiss Way, Mirrabooka",MERCY COLLEGE
"4 Privet Lane, Stirling",BALCATTA SENIOR HIGH SCHOOL
"4 Prout Way, Bibra Lake",PERTH WALDORF SCHOOL
"4 Pumice Court, Forrestfield",DARLING RANGE SPORTS COLLEGE
"4 Pyrmont Place, Greenmount",SWAN VIEW SENIOR HIGH SCHOOL
"4 Quebec Road, Woodbridge",GOVERNOR STIRLING SENIOR HIGH SCHOOL
"4 Quincy Loop, Iluka",PRENDIVILLE CATHOLIC COLLEGE
"4 Rabone Way, Boya",TREETOPS MONTESSORI SCHOOL
"4 Rae Place, Hillarys",ST MARK'S ANGLICAN COMMUNITY SCHOOL
"4 Raffan View, Gwelup",CARINE SENIOR HIGH SCHOOL
"4 Raintree Rise, Marangaroo",GIRRAWHEEN SENIOR HIGH SCHOOL
"4 Rambutan Place, South Lake",LAKELAND SENIOR HIGH SCHOOL
"4 Rason Place, Redcliffe",BELMONT CITY COLLEGE
"4 Ray Court, Sorrento",SACRED HEART COLLEGE
"4 Rayne Street, Maddington",ST FRANCIS' SCHOOL
"4 Rebecca Court, Beldon",BELRIDGE SECONDARY COLLEGE
"4 Redgate Court, Kiara",KIARA COLLEGE
"4 Redheart Way, Beeliar",DIVINE MERCY COLLEGE
"4 Redland Lane, Ellenbrook",HOLY CROSS COLLEGE
"4 Regal Way, Madeley",KINGSWAY CHRISTIAN COLLEGE
"4 Regina Road, Kelmscott",KELMSCOTT SENIOR HIGH SCHOOL
"4 Reginald Street, Queens Park",ST NORBERT COLLEGE
"4 Reihill Road, Darch",ASHDALE SECONDARY COLLEGE
"4 Rendell Avenue, Atwell",ATWELL COLLEGE
"4 Reserve Street, Claremont",CHRIST CHURCH GRAMMAR SCHOOL
"4 Reservoir Close, Mosman Park",IONA PRESENTATION COLLEGE
"4 Retreat Mews, Canning Vale",CANNING VALE COLLEGE
"4 Reveley Vista, Ellenbrook",HOLY CROSS COLLEGE
"4 Richardson Arcade, Winthrop",CORPUS CHRISTI COLLEGE
"4 Richardson Terrace, Daglish",SHENTON COLLEGE
"4 Rickett Street, Haynes",DALE CHRISTIAN SCHOOL
"4 Rivergum Close, Ellenbrook",ELLENBROOK SECONDARY COLLEGE
"4 Rivermoor Loop, Riverton",LYNWOOD SENIOR HIGH SCHOOL
"4 Riversdale Pass, Jandakot",LAKELAND SENIOR HIGH SCHOOL
"4 Rivett Place, Marmion",CARINE SENIOR HIGH SCHOOL
"4 Robertson Court, Kingsley",THE MONTESSORI SCHOOL
"4 Robin Avenue, Sorrento",SACRED HEART COLLEGE
"4 Romani Court, Lockridge",KIARA COLLEGE
"4 Rometta Way, Sinagra",WANNEROO SECONDARY COLLEGE
"4 Romsey Grove, Kiara",KIARA COLLEGE
"4 RONSARD VIEW, Ridgewood",ALKIMOS BAPTIST COLLEGE
"4 Rossmore Drive, Madeley",KINGSWAY CHRISTIAN COLLEGE
"4 Rover Court, Quinns Rocks",ALKIMOS BAPTIST COLLEGE
"4 Ruby Street, Bellevue",SWAN VIEW SENIOR HIGH SCHOOL
"4 Rudder Court, Heathridge",BELRIDGE SECONDARY COLLEGE
"4 Rudge Place, Lockridge",KIARA COLLEGE
"4 Ruskin Way, Southern River",PROVIDENCE CHRISTIAN COLLEGE
"4 Salamanca Turn, Clarkson",CLARKSON COMMUNITY HIGH SCHOOL
"4 Salem Place, Rivervale",ST CLARE'S SCHOOL
"4 Saligna Way, Dayton",GOVERNOR STIRLING SENIOR HIGH SCHOOL
"4 Salvador Close, Safety Bay",SAFETY BAY SENIOR HIGH SCHOOL
"4 Samphire Street, Ascot",CHISHOLM CATHOLIC COLLEGE
"4 San Jose Court, Safety Bay",SAFETY BAY SENIOR HIGH SCHOOL
"4 San Miguel Drive, Leeming",LEEMING SENIOR HIGH SCHOOL
"4 Sandown Circle, Henley Brook",SWAN VALLEY ANGLICAN COMMUNITY SCHOOL
"4 Sanford Court, Lockridge",KIARA COLLEGE
"4 Saponara Drive, Sinagra",WANNEROO SECONDARY COLLEGE
"4 Sarda Lane, Jindalee",BUTLER COLLEGE
"4 Sarus Rise, Gwelup",BALCATTA SENIOR HIGH SCHOOL
"4 Savannah Way, Iluka",PRENDIVILLE CATHOLIC COLLEGE
"4 Scaddan Street, Bassendean",CYRIL JACKSON SENIOR CAMPUS
"4 Scilla Place, Roleystone",JOHN WOLLASTON ANGLICAN COMMUNITY SCHOOL
"4 Scottsdale Court, North Lake",LEEMING SENIOR HIGH SCHOOL
"4 Seabird Place, Craigie",ST MARK'S ANGLICAN COMMUNITY SCHOOL
"4 Seamet Rise, Merriwa",QUINNS BAPTIST COLLEGE
"4 Sefton Avenue, Viveash",LA SALLE COLLEGE
"4 Seine Mews, Champion Lakes",KELMSCOTT SENIOR HIGH SCHOOL
"4 Selsdon Road, Camillo",KELMSCOTT SENIOR HIGH SCHOOL
"4 Separovich Way, Spearwood",PORT SCHOOL
"4 Serisier Parkway, Queens Park",ST NORBERT COLLEGE
"4 Sessilis Crescent, Wattle Grove",REHOBOTH CHRISTIAN COLLEGE
"4 Shallcross Street, Yangebup",DIVINE MERCY COLLEGE
"4 Shea Grove, Leeming",LEEMING SENIOR HIGH SCHOOL
"4 Sheathbill Court, Safety Bay",SAFETY BAY SENIOR HIGH SCHOOL
"4 Shelshaw Street, Melville",MELVILLE SENIOR HIGH SCHOOL
"4 Shelvock Crescent, Koondoola",MERCY COLLEGE
"4 Sherbrooke Heights, Noranda",KIARA COLLEGE
"4 Sherlock Close, Gosnells",SOUTHERN RIVER COLLEGE
"4 Shipton Loop, Ashby",WANNEROO SECONDARY COLLEGE
"4 Shore Place, Mullaloo",OCEAN REEF SENIOR HIGH SCHOOL
"4 Siena Link, Ashby",WANNEROO SECONDARY COLLEGE
"4 Silver Grove, Warnbro",WARNBRO COMMUNITY HIGH SCHOOL
"4 Silverline Bend, Bertram",THE KING'S COLLEGE
"4 Simmonds Street, Morley",MORLEY SENIOR HIGH SCHOOL
"4 Sitka Place, Cannington",SEVENOAKS SENIOR COLLEGE
"4 Skerries Way, Ridgewood",ALKIMOS BAPTIST COLLEGE
"4 Ski Court, Port Kennedy",LIVING WATERS LUTHERAN COLLEGE
"4 Skyros Mews, Stratton",SWAN VIEW SENIOR HIGH SCHOOL
"4 Slate Way, Harrisdale",CAREY BAPTIST COLLEGE
"4 Sloman Lane, Clarkson",YOUTH FUTURES COMMUNITY SCHOOL
"4 Smallman Place, Ashfield",CYRIL JACKSON SENIOR CAMPUS
"4 Smilax Court, High Wycombe",DARLING RANGE SPORTS COLLEGE
"4 Sofitel Lane, Currambine",LAKE JOONDALUP BAPTIST COLLEGE
"4 Soho Lane, Currambine",LAKE JOONDALUP BAPTIST COLLEGE
"4 Somers Street, Belmont",BELMONT CITY COLLEGE
"4 Sottogrande View, Connolly",PRENDIVILLE CATHOLIC COLLEGE
"4 South Road, Shoalwater",SAFETY BAY SENIOR HIGH SCHOOL
"4 Southgate Court, Kingsley",ST STEPHEN'S SCHOOL
"4 Spicer Place, Bellevue",SWAN VIEW SENIOR HIGH SCHOOL
"4 Spitfire Avenue, Burns Beach",PRENDIVILLE CATHOLIC COLLEGE
"4 Spring Road, Parkerville",MUNDARING CHRISTIAN COLLEGE
"4 Springside Crescent, Glen Forrest",HELENA COLLEGE
"4 St Annes Retreat, Connolly",PRENDIVILLE CATHOLIC COLLEGE
"4 St Ives Drive, Yanchep",YANCHEP SECONDARY COLLEGE
"4 St Thomas Loop, Iluka",PRENDIVILLE CATHOLIC COLLEGE
"4 Staff Street, Jarrahdale",COURT GRAMMAR SCHOOL
"4 Stapella Lane, Bennett Springs",KIARA COLLEGE
"4 Staples Street, North Fremantle",JOHN CURTIN COLLEGE OF THE ARTS
"4 Staunton Grove, Mirrabooka",MERCY COLLEGE
"4 Stingray Way, Jindalee",BUTLER COLLEGE
"4 Stirling Waters Avenue, Stirling",BALCATTA SENIOR HIGH SCHOOL
"4 Stokesay Street, Orelia",GILMORE COLLEGE
"4 Stormbird Loop, Currambine",LAKE JOONDALUP BAPTIST COLLEGE
"4 Strabane Green, Ridgewood",IRENE MCCORMACK CATHOLIC COLLEGE
"4 Strathclyde Circuit, Champion Lakes",KELMSCOTT SENIOR HIGH SCHOOL
"4 Strathpine Chase, Landsdale",LANDSDALE CHRISTIAN SCHOOL
"4 Strelitz View, Beeliar",DIVINE MERCY COLLEGE
"4 Strickland Court, Coogee",PORT SCHOOL
"4 Stubbs Place, Booragoon",APPLECROSS SENIOR HIGH SCHOOL
"4 Sumich Gardens, Coogee",PORT SCHOOL
"4 Sunbird Place, Ocean Reef",OCEAN REEF SENIOR HIGH SCHOOL
"4 Surf Drive, Secret Harbour",COMET BAY COLLEGE
"4 Swan View Road, Greenmount",SWAN VIEW SENIOR HIGH SCHOOL
"4 Swanbourne Avenue, Secret Harbour",COMET BAY COLLEGE
"4 Sydney Street, South Fremantle",FREMANTLE COLLEGE
"4 Taiof Close, Secret Harbour",COMET BAY COLLEGE
"4 Tallerack Street, Carramar",JOSEPH BANKS SECONDARY COLLEGE
"4 Tallinn Loop, Mindarie",YOUTH FUTURES COMMUNITY SCHOOL
"4 Tana Court, Waikiki",SOUTH COAST BAPTIST COLLEGE
"4 Tanson Street, Attadale",SANTA MARIA COLLEGE
"4 Tarakan Heights, Marangaroo",GIRRAWHEEN SENIOR HIGH SCHOOL
"4 Tarongo Way, City Beach",INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA
"4 Taroona Lane, Currambine",LAKE JOONDALUP BAPTIST COLLEGE
"4 Tarraji Terrace, Marangaroo",GIRRAWHEEN SENIOR HIGH SCHOOL
"4 Tassell Place, Stoneville",MUNDARING CHRISTIAN COLLEGE
"4 Tattler Way, Bennett Springs",KIARA COLLEGE
"4 Taviano Vista, Secret Harbour",COMET BAY COLLEGE
"4 Taylor Street, White Gum Valley",FREMANTLE COLLEGE
"4 Tellima Mall, Stirling",BALCATTA SENIOR HIGH SCHOOL
"4 Templar Pass, Wattle Grove",REHOBOTH CHRISTIAN COLLEGE
"4 The Circus, Burswood",TRINITY COLLEGE
"4 The Fairways, The Vines",HOLY CROSS COLLEGE
"4 The Mead, Kiara",KIARA COLLEGE
"4 The Pinnacle, Willetton",WILLETTON SENIOR HIGH SCHOOL
"4 Thompson Terrace, Bertram",THE KING'S COLLEGE
"4 Thornton Place, Gooseberry Hill",KALAMUNDA SENIOR HIGH SCHOOL
"4 Thorogood Avenue, Wattle Grove",DARLING RANGE SPORTS COLLEGE
"4 Tide Way, Singleton",MANDURAH BAPTIST COLLEGE
"4 Tilbury Mews, Quinns Rocks",IRENE MCCORMACK CATHOLIC COLLEGE
"4 Tiliqua Crescent, Wandi",ATWELL COLLEGE
"4 Tinos Lane, Alkimos",BUTLER COLLEGE
"4 Titicaca Court, Joondalup",LAKE JOONDALUP BAPTIST COLLEGE
"4 Todd Street, Spearwood",PORT SCHOOL
"4 Tokara Avenue, Henley Brook",SWAN VALLEY ANGLICAN COMMUNITY SCHOOL
"4 Tolbury Retreat, Kiara",KIARA COLLEGE
"4 Tolj Loop, Aveley",SWAN VALLEY ANGLICAN COMMUNITY SCHOOL
"4 Torrens Close, Mullaloo",BELRIDGE SECONDARY COLLEGE
"4 Tortorici Avenue, Sinagra",WANNEROO SECONDARY COLLEGE
"4 Torwood Grove, Edgewater",MATER DEI COLLEGE
"4 Tottenham Street, Chidlow",EASTERN HILLS SENIOR HIGH SCHOOL
"4 Tour Place, Middle Swan",LA SALLE COLLEGE
"4 Tralee Way, Ridgewood",IRENE MCCORMACK CATHOLIC COLLEGE
"4 Traminer Way, Pearsall",ALTA-1
"4 Tratman Road, Caversham",GOVERNOR STIRLING SENIOR HIGH SCHOOL
"4 Tree Glen, Parkerville",MUNDARING CHRISTIAN COLLEGE
"4 Trevithick Close, Stirling",BALCATTA SENIOR HIGH SCHOOL
"4 Trink Street, Cloverdale",BELMONT CITY COLLEGE
"4 Tropea Place, Secret Harbour",COMET BAY COLLEGE
"4 Tupelo Court, Greenwood",GREENWOOD COLLEGE
"4 Tupper Place, Bateman",CORPUS CHRISTI COLLEGE
"4 Tuross Place, Ridgewood",CLARKSON COMMUNITY HIGH SCHOOL
"4 Tylee Cove, Atwell",ATWELL COLLEGE
"4 Tyler Mews, Forrestfield",DARLING RANGE SPORTS COLLEGE
"4 Uffizi End, Aveley",SWAN VALLEY ANGLICAN COMMUNITY SCHOOL
"4 Ukich Crescent, Spearwood",PORT SCHOOL
"4 Umina Way, Burns Beach",PRENDIVILLE CATHOLIC COLLEGE
"4 Urbahns Crescent, Bateman",CORPUS CHRISTI COLLEGE
"4 Urchin Mews, Waikiki",SOUTH COAST BAPTIST COLLEGE
"4 Urquhart Way, Hocking",ALTA-1
"4 Ursuline Vista, Queens Park",SEVENOAKS SENIOR COLLEGE
"4 Vaal Grove, Joondalup",LAKE JOONDALUP BAPTIST COLLEGE
"4 Valdez Way, Port Kennedy",WARNBRO COMMUNITY HIGH SCHOOL
"4 Valencia Court, Alexander Heights",MERCY COLLEGE
"4 Valley Brook Road, Caversham",KIARA COLLEGE
"4 Vanda Place, Maddington",LUMEN CHRISTI COLLEGE
"4 Vann Court, Ashby",WANNEROO SECONDARY COLLEGE
"4 Veldt Mews, Mirrabooka",MERCY COLLEGE
"4 Vermilion Boulevard, Hilbert",DALE CHRISTIAN SCHOOL
"4 Vernon Street, Trigg",ST MARY'S ANGLICAN GIRLS' SCHOOL
"4 Vickers Pass, Byford",BYFORD SECONDARY COLLEGE
"4 Violet Street, Mosman Park",IONA PRESENTATION COLLEGE
"4 Vista Street, Kensington",WESLEY COLLEGE
"4 Vivante Loop, Landsdale",LANDSDALE CHRISTIAN SCHOOL
"4 Vivian Way, Boya",TREETOPS MONTESSORI SCHOOL
"4 Volute Place, Mullaloo",ST MARK'S ANGLICAN COMMUNITY SCHOOL
"4 Wagoora Place, Koongamia",SWAN VIEW SENIOR HIGH SCHOOL
"4 Wake Court, Redcliffe",BELMONT CITY COLLEGE
"4 Waler Close, Stratton",SWAN VIEW SENIOR HIGH SCHOOL
"4 Wallum Road, Banksia Grove",JOSEPH BANKS SECONDARY COLLEGE
"4 Walsall Turn, Hocking",ALTA-1
"4 Wanill Place, Wanneroo",WANNEROO SECONDARY COLLEGE
"4 Wanliss Street, Jarrahdale",COURT GRAMMAR SCHOOL
"4 Ware Street, Embleton",JOHN FORREST SECONDARY COLLEGE
"4 Warnford Street, Butler",BUTLER COLLEGE
"4 Warrego Street, Kensington",PENRHOS COLLEGE
"4 Warru Gardens, Success",ATWELL COLLEGE
"4 Warwick Street, West Leederville",PERTH MODERN SCHOOL
"4 Waterton Way, Cooloongup",SAFETY BAY SENIOR HIGH SCHOOL
"4 Waterway Crescent, Ascot",BELMONT CITY COLLEGE
"4 Wayang Place, Bentley",ST NORBERT COLLEGE
"4 Webb Street, Rossmoyne",ROSSMOYNE SENIOR HIGH SCHOOL
"4 Weero Close, Kenwick",REHOBOTH CHRISTIAN COLLEGE
"4 Weetman Cove, Cannington",ST NORBERT COLLEGE
"4 WEIR Place, Bateman",CORPUS CHRISTI COLLEGE
"4 Wellman Street, Guildford",GUILDFORD GRAMMAR SCHOOL
"4 Wells Place, Padbury",ST MARK'S ANGLICAN COMMUNITY SCHOOL
"4 Wendowie Place, Serpentine",COURT GRAMMAR SCHOOL
"4 Wenn Road, Singleton",MANDURAH BAPTIST COLLEGE
"4 Wenstead Place, Stratton",SWAN VIEW SENIOR HIGH SCHOOL
"4 Westerway Terrace, North Lake",LEEMING SENIOR HIGH SCHOOL
"4 Westmorland Street, East Victoria Park",CANNING COLLEGE
"4 Westport Parade, Darch",ASHDALE SECONDARY COLLEGE
"4 Whimbrel Way, Harrisdale",CAREY BAPTIST COLLEGE
"4 Whistler Green, Brookdale",DALE CHRISTIAN SCHOOL
"4 Whitcombe Way, Alexander Heights",LANDSDALE CHRISTIAN SCHOOL
"4 Whittaker Crescent, Bull Creek",LEEMING SENIOR HIGH SCHOOL
"4 Whittington Avenue, Carine",CARINE SENIOR HIGH SCHOOL
"4 Wicklow Close, Beaconsfield",FREMANTLE COLLEGE
"4 Wiggins Road, Orelia",GILMORE COLLEGE
"4 Wilde Street, Embleton",JOHN FORREST SECONDARY COLLEGE
"4 WILGERUP PLACE, Hillman",KOLBE CATHOLIC COLLEGE
"4 Williamson Avenue, Belmont",BELMONT CITY COLLEGE
"4 Wills Court, Mirrabooka",MERCY COLLEGE
"4 Wilsmore Street, Daglish",SHENTON COLLEGE
"4 Wilson Place, Gooseberry Hill",KALAMUNDA SENIOR HIGH SCHOOL
"4 Wimbledon Street, Bertram",THE KING'S COLLEGE
"4 Windfield Road, Melville",MELVILLE SENIOR HIGH SCHOOL
"4 Winston Way, Madeley",THE MONTESSORI SCHOOL
"4 Wisbech Street, Bayswater",CHISHOLM CATHOLIC COLLEGE
"4 Wishart Loop, Wanneroo",ALTA-1
"4 Wolseley Road, Morley",MORLEY SENIOR HIGH SCHOOL
"4 Woodlake Boulevard, Ellenbrook",ELLENBROOK SECONDARY COLLEGE
"4 Woolwich Close, Kallaroo",ST MARK'S ANGLICAN COMMUNITY SCHOOL
"4 Woonan Place, Karawara",COMO SECONDARY COLLEGE
"4 Yabbara Avenue, Burns Beach",PRENDIVILLE CATHOLIC COLLEGE
"4 Yale Road, Thornlie",COMMUNICARE ACADEMY
"4 Yanchep Link, Jane Brook",SWAN VIEW SENIOR HIGH SCHOOL
"4 Yaringa Street, Golden Bay",COMET BAY COLLEGE
"4 Yarrunga Close, Jane Brook",SWAN VIEW SENIOR HIGH SCHOOL
"4 Yelka Way, Bertram",THE KING'S COLLEGE
"4 Yeovil Crescent, Bicton",SANTA MARIA COLLEGE
"4 Yirrdah Court, Maida Vale",DARLING RANGE SPORTS COLLEGE
"4 Yulan Court, Huntingdale",THORNLIE SENIOR HIGH SCHOOL
"4 Zollner Close, Connolly",PRENDIVILLE CATHOLIC COLLEGE
"4/1 Boulder Street, Bentley",CANNING COLLEGE
"4/1 Brumby Avenue, Henley Brook",SWAN VALLEY ANGLICAN COMMUNITY SCHOOL
"4/1 Cowan Street, Alfred Cove",APPLECROSS SENIOR HIGH SCHOOL
"4/1 Park Avenue, Crawley",SHENTON COLLEGE
"4/1 Quamby Place, Rockingham",SAFETY BAY SENIOR HIGH SCHOOL
"4/10 Rinaldo Place, Coolbellup",PERTH WALDORF SCHOOL
"4/10 Ventnor Avenue, Mount Pleasant",APPLECROSS SENIOR HIGH SCHOOL
"4/101 Bindaring Parade, Claremont",METHODIST LADIES' COLLEGE
"4/107 Morrison Road, Midland",YOUTH FUTURES COMMUNITY SCHOOL
"4/111 Ferguson Street, Midland",LA SALLE COLLEGE
"4/12 Elsie Street, Watermans Bay",CARINE SENIOR HIGH SCHOOL
"4/12 Latham Street, Alfred Cove",MELVILLE SENIOR HIGH SCHOOL
"4/12 Mackie Street, Victoria Park",URSULA FRAYNE CATHOLIC COLLEGE
"4/12 Mahlberg Avenue, Woodlands",INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA
"4/138 Gibbs Street, East Cannington",ST NORBERT COLLEGE
"4/149 Hale Road, Forrestfield",DARLING RANGE SPORTS COLLEGE
"4/15 Cooper Road, Morley",MORLEY SENIOR HIGH SCHOOL
"4/157 Stock Road, Attadale",SANTA MARIA COLLEGE
"4/16 Westlinton Circle, Waikiki",SOUTH COAST BAPTIST COLLEGE
"4/165 French Street, Tuart Hill",SERVITE COLLEGE
"4/17 Nemagold Grove, Coogee",DIVINE MERCY COLLEGE
"4/17 Normanby Road, Inglewood",CHISHOLM CATHOLIC COLLEGE
"4/171 Forrest Street, Fremantle",JOHN CURTIN COLLEGE OF THE ARTS
"4/18 Point Walter Road, Bicton",SANTA MARIA COLLEGE
"4/19 Woodley Way, Parmelia",GILMORE COLLEGE
"4/20 Arabella Mews, Currambine",LAKE JOONDALUP BAPTIST COLLEGE
"4/20 Ivanhoe Street, Bassendean",CYRIL JACKSON SENIOR CAMPUS
"4/204 Bateman Road, Brentwood",CORPUS CHRISTI COLLEGE
"4/207 Manning Road, Bentley",CANNING COLLEGE
"4/209 Edinboro Street, Joondanna",SERVITE COLLEGE
"4/21 Fletcher Street, Yokine",CARMEL SCHOOL
"4/21 Foss Street, Palmyra",MELVILLE SENIOR HIGH SCHOOL
"4/21 Maida Vale Road, Maida Vale",DARLING RANGE SPORTS COLLEGE
"4/23 Elizabeth Street, Maylands",PERTH COLLEGE
"4/24 Coventry Road, Shoalwater",ROCKINGHAM SENIOR HIGH SCHOOL
"4/25 Clydesdale Street, Burswood",URSULA FRAYNE CATHOLIC COLLEGE
"4/26 Ivanhoe Street, Bassendean",CYRIL JACKSON SENIOR CAMPUS
"4/26 Lichfield Street, Victoria Park",URSULA FRAYNE CATHOLIC COLLEGE
"4/26 Thorson Way, Lockridge",KIARA COLLEGE
"4/260 Wright Street, Cloverdale",BELMONT CITY COLLEGE
"4/27 Hardey Road, Ascot",BELMONT CITY COLLEGE
"4/28 Waterford Street, Inglewood",CHISHOLM CATHOLIC COLLEGE
"4/3 Robin Street, Menora",MOUNT LAWLEY SENIOR HIGH SCHOOL
"4/30 Mitchell Street, Bentley",ST NORBERT COLLEGE
"4/30 Montreal Road, Woodbridge",GOVERNOR STIRLING SENIOR HIGH SCHOOL
"4/309 Wharf Street, Queens Park",ST NORBERT COLLEGE
"4/31 Third Avenue, Kelmscott",KELMSCOTT SENIOR HIGH SCHOOL
"4/31 Waterloo Street, Joondanna",SERVITE COLLEGE
"4/32 Holmesdale Road, Woodbridge",GOVERNOR STIRLING SENIOR HIGH SCHOOL
"4/326 Preston Point Road, Attadale",SANTA MARIA COLLEGE
"4/33 Central Road, Kalamunda",KALAMUNDA SENIOR HIGH SCHOOL
"4/36 Forrest Street, Cottesloe",PRESBYTERIAN LADIES COLLEGE
"4/36 Mason Street, Cannington",SEVENOAKS SENIOR COLLEGE
"4/39 Maida Vale Road, Maida Vale",DARLING RANGE SPORTS COLLEGE
"4/4 Haig Street, Tuart Hill",SERVITE COLLEGE
"4/4 Hurd Road, Bullsbrook",HOLY CROSS COLLEGE
"4/4 Kirkpatrick Crescent, Noranda",MORLEY SENIOR HIGH SCHOOL
"4/4 Valentine Road, Kelmscott",SOWILO COMMUNITY HIGH SCHOOL
"4/40 Banksia Terrace, Kensington",WESLEY COLLEGE
"4/42 Byers Road, Woodbridge",GOVERNOR STIRLING SENIOR HIGH SCHOOL
"4/44 Central Road, Rossmoyne",ROSSMOYNE SENIOR HIGH SCHOOL
"4/44 Morris Road, Innaloo",INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA
"4/44 Mulligan Way, Orelia",GILMORE COLLEGE
"4/44 Pulo Road, Brentwood",ALL SAINTS' COLLEGE
"4/45 Third Avenue, Kelmscott",KELMSCOTT SENIOR HIGH SCHOOL
"4/5 Bridges Road, Melville",MELVILLE SENIOR HIGH SCHOOL
"4/5 Jesmond Street, Safety Bay",SAFETY BAY SENIOR HIGH SCHOOL
"4/50 Sayer Street, Midland",YOUTH FUTURES COMMUNITY SCHOOL
"4/51 Wray Avenue, Fremantle",CHRISTIAN BROTHERS' COLLEGE
"4/52 Bayview Terrace, Yangebup",DIVINE MERCY COLLEGE
"4/57 Scaddan Street, Bassendean",CYRIL JACKSON SENIOR CAMPUS
"4/58 Pollard Street, Glendalough",BOLD PARK COMMUNITY SCHOOL
"4/6 Bluestone Loop, Piara Waters",CAREY BAPTIST COLLEGE
"4/62 George Way, Cannington",SEVENOAKS SENIOR COLLEGE
"4/664 Beach Road, Hamersley",WARWICK SENIOR HIGH SCHOOL
"4/71 Epsom Avenue, Redcliffe",BELMONT CITY COLLEGE
"4/75 Ferguson Street, Midland",YOUTH FUTURES COMMUNITY SCHOOL
"4/78 Clydesdale Street, Como",AQUINAS COLLEGE
"4/8 Benson Court, Mount Nasura",SOWILO COMMUNITY HIGH SCHOOL
"4/8 Caird Place, Parkwood",LYNWOOD SENIOR HIGH SCHOOL
"4/86 Campion Avenue, Balcatta",BALCATTA SENIOR HIGH SCHOOL
"4/96 Helena Street, Guildford",GUILDFORD GRAMMAR SCHOOL
"40 Agincourt Drive, Forrestfield",HERITAGE COLLEGE PERTH
"40 Andros Circuit, Mindarie",MINDARIE SENIOR COLLEGE
"40 Antares Street, Clarkson",YOUTH FUTURES COMMUNITY SCHOOL
"40 Appleberry Street, Churchlands",NEWMAN COLLEGE
"40 Arkwell Street, Willagee",MELVILLE SENIOR HIGH SCHOOL
"40 Armadale Road, Rivervale",ST CLARE'S SCHOOL
"40 ARTHUR ROAD, Wattle Grove",DARLING RANGE SPORTS COLLEGE
"40 Axbridge Street, Karrinyup",ST MARY'S ANGLICAN GIRLS' SCHOOL
"40 Bagatelle Road, Landsdale",LANDSDALE CHRISTIAN SCHOOL
"40 Barbarigo Bend, Aveley",HOLY CROSS COLLEGE
"40 Barfield Road, Hammond Park",ATWELL COLLEGE
"40 Beatrice Road, Dalkeith",SANTA MARIA COLLEGE
"40 Beckworth Avenue, Kiara",KIARA COLLEGE
"40 Bell Street, Rockingham",ROCKINGHAM SENIOR HIGH SCHOOL
"40 Bibbulmun Entrance, Sinagra",WANNEROO SECONDARY COLLEGE
"40 Birrine Gardens, High Wycombe",DARLING RANGE SPORTS COLLEGE
"40 Blackford Street, Mount Hawthorn",BOLD PARK COMMUNITY SCHOOL
"40 Bluebell Avenue, High Wycombe",DARLING RANGE SPORTS COLLEGE
"40 Boronia Avenue, Nedlands",SHENTON COLLEGE
"40 Bourbon Street, Hamilton Hill",PORT SCHOOL
"40 Burnettia Lane, Mount Claremont",SHENTON COLLEGE
"40 Bursaria Crescent, Ferndale",FOUNTAIN COLLEGE
"40 Burwood Road, Balcatta",BALCATTA SENIOR HIGH SCHOOL
"40 Buxton Street, Mount Hawthorn",ARANMORE CATHOLIC COLLEGE
