ADDRESS,YEAR_SOLD
"30 Lauraine Drive, Harrisdale",2020
"30 Laverstock Street, South Guildford",2020
"30 Leichhardt Crossing, Hammond Park",2020
"30 Lewis Road, Kalamunda",2019
"30 Liberty Drive, Clarkson",2020
"30 Liesham Crescent, Baldivis",2020
"30 Lofties Street, Forrestdale",2012
"30 Longford Road, Beaconsfield",2019
"30 Lorne Bend, Secret Harbour",2019
"30 Loton Avenue, Midland",2015
"30 Ludlow Way, Warnbro",2019
"30 Mader Road, Mundijong",2011
"30 Maidos Street, Ashfield",2013
"30 Maley Street, Ashfield",2018
"30 Mapleton Drive, Yanchep",2019
"30 Margaret Street, Ashfield",2012
"30 Martingale Avenue, Henley Brook",2012
"30 Marwood Way, Willetton",2019
"30 McCaskill Way, Noranda",2020
"30 McKenzie Road, Samson",2015
"30 McKirdy Way, Marmion",2012
"30 Meenaar Crescent, Coolbinia",2009
"30 Melbourne Loop, Clarkson",2020
"30 Midlothian Crescent, Kinross",2019
"30 Mimosa Avenue, Mount Claremont",2017
"30 Mockeridge Circuit, Middle Swan",2013
"30 Molloy Circuit, Atwell",2017
"30 Monash Avenue, Nedlands",2018
"30 Moncrieff Road, Langford",2016
"30 Montilla Crescent, Port Kennedy",2020
"30 Moorhead Way, Koondoola",2015
"30 Morisot Crescent, Ashby",2013
"30 Mosedale Loop, Waikiki",2019
"30 Mullings Way, Myaree",2015
"30 Narran Street, Hilbert",2015
"30 Nesbit Drive, Haynes",2014
"30 Newmarket Parade, Butler",2020
"30 Newport Way, Balga",2020
"30 Norman Street, Bellevue",2013
"30 O'Sullivan Drive, Camillo",2015
"30 Oxcliffe Road, Doubleview",2019
"30 Painter Crescent, Mundaring",2015
"30 Paperbark Way, Morley",2020
"30 Partridge Way, Thornlie",2020
"30 Patterson Drive, Middle Swan",2015
"30 Peebles Road, Floreat",2019
"30 Peel Street, Jolimont",2013
"30 Percheron Entrance, Stratton",2014
"30 Pingrup Court, Waikiki",2018
"30 Pitt Street, Kensington",2015
"30 Plantation Street, Menora",2013
"30 Plumdale Way, Woodvale",2019
"30 Port Royal Drive, Safety Bay",2020
"30 Portmarnock Drive, The Vines",2019
"30 Powderbark Bypass, Kenwick",2015
"30 Queenscliffe Road, Doubleview",2018
"30 Rae Road, Safety Bay",2018
"30 Redgum Drive, Ballajura",2020
"30 Richenda Court, Marangaroo",2020
"30 Rickett Street, Haynes",2013
"30 Ridgewood Boulevard, Ridgewood",2015
"30 Rivett way, Brentwood",2013
"30 Rockefeller Way, Harrisdale",2019
"30 Rogerson Road, Mount Pleasant",2020
"30 Roxburghe Drive, The Vines",2017
"30 Royal Scot Loop, Currambine",2020
"30 Rubida Rise, Roleystone",2017
"30 San Jose Turn, Merriwa",2015
"30 Sanguine Way, Atwell",2017
"30 Santa Cruz Parkway, Secret Harbour",2018
"30 SANTONA Boulevard, Ellenbrook",2020
"30 Saw Drive, Darlington",2015
"30 Scarcliffe Way, Carine",2018
"30 School Road, Karragullen",2020
"30 Shaw Close, Brentwood",2017
"30 Shelburne Gardens, Ridgewood",2016
"30 Shelvock Crescent, Koondoola",2013
"30 Shenandoah Mews, Currambine",2019
"30 Shepherds Bush Drive, Kingsley",2019
"30 Speedy Cheval Street, East Fremantle",2019
"30 Sporing Way, Hillarys",2019
"30 Sproxton Way, Embleton",2020
"30 ST LAURENT MEWS, Port Kennedy",2020
"30 Staines Street, Lathlain",2019
"30 Strathalbyn Loop, Carramar",2018
"30 Strathclyde Circuit, Champion Lakes",2012
"30 Sudlow Street, Embleton",2016
"30 Sugarloaf Close, Merriwa",2015
"30 Tabard Street, Greenwood",2018
"30 Tangier Parkway, Port Kennedy",2018
"30 Tarrant Way, Bateman",2020
"30 Tavistock Crescent, Lynwood",2015
"30 The Lakes Boulevard, Jandakot",2014
"30 Timberlane Crescent, Beechboro",2017
"30 Tokara Avenue, Henley Brook",2012
"30 Topsail Loop, Alkimos",2019
"30 Torquata Boulevard, Helena Valley",2018
"30 Tourer Court, Maylands",2020
"30 Transit Way, Mullaloo",2018
"30 Treasure Road, Singleton",2015
"30 Tristania Rise, Duncraig",2019
"30 Troy Street, Applecross",2018
"30 Turnbull Way, Trigg",2017
"30 Tyndall Circuit, Alexander Heights",2018
"30 Vesta Crescent, Shelley",2018
"30 Victoria Street, Guildford",2016
"30 Vista Drive, Parkerville",2014
"30 Walkington Way, Eden Hill",2020
"30 Wallsend Road, Woodbridge",2011
"30 Wallum Road, Banksia Grove",2019
"30 Warda Crescent, Forrestfield",2019
"30 Waterford Parade, Darch",2016
"30 Wellaton Street, Midvale",2015
"30 Wester Crescent, Quinns Rocks",2018
"30 Whitchurch Road, Redcliffe",2016
"30 Whitfield Drive, Two Rocks",2017
"30 Whitnell Gardens, Murdoch",2013
"30 Wildwood Mews, Carramar",2017
"30 Windarra Drive, City Beach",2020
"30 Windermere Circle, Joondalup",2020
"30 Windich Road, Bull Creek",2019
"30 Winthrop Drive, Winthrop",2019
"30 Wishart Loop, Wanneroo",2019
"30 Wishaw Loop, Kinross",2020
"30 Wollaston Avenue, Haynes",2016
"30 Woodleigh Gardens, Ballajura",2018
"30 Woodrush Way, Canning Vale",2020
"30 Zeus Avenue, Madeley",2018
"30/177 Dampier Avenue, Kallaroo",2018
"30/240 Burke Drive, Attadale",2017
"30/43 Rockingham Beach Road, Rockingham",2019
"300 Benenden Avenue, Alkimos",2019
"300 Brooking Road, Mahogany Creek",2011
"300 Morley Drive, Eden Hill",2016
"3007 Albany Highway, Kelmscott",2019
"301A Hamilton Road, Coogee",2015
"302 Bennett Springs Drive, Bennett Springs",2016
"302 Lyon Road, Aubin Grove",2017
"302 Summerlakes Parade, Ballajura",2019
"3027 Albany Highway, Kelmscott",2020
"303 Kalamunda Road, Maida Vale",2015
"303 West Coast Drive, Trigg",2016
"303A Canning Highway, Palmyra",2019
"304 Acton Avenue, Kewdale",2017
"304 Illawarra Crescent, Ballajura",2020
"304 Millhouse Road, Aveley",2019
"304 Onslow Road, Shenton Park",2017
"304 Yangebup Road, Yangebup",2017
"304/1 Bristol Lane, Mindarie",2020
"304A Marmion Street, Melville",2019
"306 Hector Street, Tuart Hill",2018
"306 Illawarra Crescent, Ballajura",2020
"306 Warwick Road, Warwick",2018
"308 Balfour Street, Southern River",2018
"308 Cambridge Street, Wembley",2019
"308 Egerton Drive, Aveley",2019
"308A Surrey Road, Kewdale",2017
"309 Tapper Road, Atwell",2017
"30a Adamson Road, Brentwood",2017
"30A Bickley Crescent, Manning",2017
"30A Davy Street, Alfred Cove",2019
"30A Karel Avenue, Willetton",2020
"30A Lady Evelyn Retreat, Joondalup",2020
"30A Milne Street, Bicton",2018
"30A Sergeant Road, Melville",2017
"30A Smiths Avenue, Redcliffe",2015
"30A Tricourt Grove, Riverton",2019
"30a Walpole Street, Swanbourne",2015
"30b Anstey Street, Claremont",2018
"30B BATAVIA PLACE, Kallaroo",2015
"30B Chamberlain Circle, Bateman",2017
"30B Devon Way, Lynwood",2018
"30B FLORIDA DRIVE, Landsdale",2019
"30B Haskell Gardens, Clarkson",2019
"30b Henley Road, Ardross",2016
"30B Hope Avenue, Manning",2019
"30B Marine Terrace, Fremantle",2019
"30B The Circle, Warwick",2017
"30D Pearl Road, Cloverdale",2019
"31 Abdale Street, Gwelup",2019
"31 Alexander Drive, Menora",2016
"31 All Saints Way, Churchlands",2015
"31 Allamanda Gate, Helena Valley",2017
"31 Almadine Drive, Carine",2019
"31 Alver Road, Doubleview",2020
"31 Amaroo Place, Duncraig",2018
"31 Ameer Way, Beeliar",2020
"31 Aquarian Drive, Jane Brook",2015
"31 Araluen Crescent, Bertram",2017
"31 Arawa Place, Craigie",2018
"31 Arrowwood Loop, Secret Harbour",2020
"31 Ashburton Street, Bentley",2017
"31 Ashby Terrace, Viveash",2013
"31 Astroloma Place, Koongamia",2007
"31 Azalea Gardens, Forrestfield",2019
"31 Backwater circle, Burns Beach",2018
"31 Baden Road, Bickley",2007
"31 Baningan Avenue, Success",2018
"31 Barang Circuit, Karawara",2013
"31 Bartling Crescent, Bateman",2017
"31 Batavia Place, Kallaroo",2016
"31 Bath Street, Wembley",2020
"31 Bathgate Loop, Koondoola",2013
"31 Beach Road, Coogee",2017
"31 Beatrice Avenue, Shelley",2017
"31 Beenan Elbow, South Guildford",2015
"31 Bellerive Boulevard, Madeley",2018
"31 Belvedaire Way, Lynwood",2015
"31 Blenny Close, Cannington",2017
"31 Bolderwood Drive, South Lake",2015
"31 Bopeechee Way, Port Kennedy",2018
"31 Brentham Street, Mount Hawthorn",2020
"31 Brightlands Circuit, Carramar",2017
"31 Brindabella Avenue, Rockingham",2019
"31 Broadway, Embleton",2017
"31 Brodie Lane, Scarborough",2020
"31 Bromley Road, Hilton",2016
"31 Brooklyn Avenue, Pearsall",2019
"31 Bugendore Street, Maida Vale",2017
"31 Cabarita Road, Armadale",2019
"31 Cabernet Loop, Pearsall",2020
"31 Calendia Way, Dayton",2015
"31 Callosa Crescent, Alkimos",2018
"31 Calneggia Drive, Byford",2020
"31 Calume Street, Hillman",2011
"31 Camfield Loop, Parmelia",2020
"31 Cape York Ramble, Bertram",2019
"31 Captiva Approach, Butler",2018
"31 Cara Road, Greenmount",2019
"31 Carawatha Road, Parkerville",2012
"31 Careniup Avenue, Gwelup",2018
"31 Caribbean Drive, Safety Bay",2020
"31 Carlton Turn, Currambine",2017
"31 Casserley Avenue, Girrawheen",2017
"31 Chambers Way, Noranda",2017
"31 Champlin Way, Ferndale",2018
"31 Chelsford Road, Warwick",2016
"31 Chieftain Street, Bertram",2016
"31 Clarinda Avenue, Orelia",2015
"31 Clementine Boulevard, Treeby",2019
"31 Cochrane Loop, Aveley",2020
"31 Cockram Street, Mundijong",2019
"31 Coldstream Street, West Leederville",2017
"31 Coleman Crescent, Melville",2018
"31 Coleman Road, Calista",2012
"31 Collins Road, Kalamunda",2017
"31 Colstoun Road, Ashfield",2011
"31 Connell Avenue, Kelmscott",2020
"31 Coongan Avenue, Greenmount",2014
"31 Coronation Street, North Perth",2020
"31 Corsican Way, Canning Vale",2020
"31 Costelloe Gardens, Butler",2020
"31 Crabtree Way, Medina",2016
"31 Craigie Drive, Beldon",2017
"31 Cumberland Way, Waikiki",2020
"31 Dalecross Avenue, Madeley",2020
"31 Dalston Crescent, Kardinya",2018
"31 Deerpark Gardens, Waterford",2010
"31 Delgado Parade, Iluka",2020
"31 Denver Rise, High Wycombe",2020
"31 Derricap Avenue, Ellenbrook",2020
"31 Descanso Loop, Aubin Grove",2017
"31 Dolomite Court, Churchlands",2017
"31 Dorrigo Gardens, Jane Brook",2015
"31 Dounley Street, Balga",2018
"31 Duke Street, East Fremantle",2018
"31 Dumbarton Crescent, Menora",2016
"31 Dunlin Gardens, Bennett Springs",2015
"31 Edgewater Drive, Edgewater",2015
"31 Eileen Street, Bassendean",2018
"31 Elanora Drive, Cooloongup",2020
"31 Ellerby Way, Koondoola",2013
"31 Ellesmere Road, Swan View",2018
"31 Elm Street, Hamersley",2018
"31 Elmore Street, Mount Helena",2014
"31 Elstree Avenue, Menora",2010
"31 Elward Way, Balga",2018
"31 Esperanto Way, Westminster",2017
"31 Esther Loop, Wanneroo",2020
"31 Etchingham Road, Balga",2018
"31 Folland Parade, Atwell",2016
"31 Ford Street, Marmion",2014
"31 Forrest Street, North Beach",2018
"31 Gabell Way, Koondoola",2014
"31 Galveston Loop, Iluka",2017
"31 Gerard Street, East Cannington",2016
"31 Glen Iris Drive, Jandakot",2013
"31 Glomach Circuit, Kinross",2019
"31 Gloucester Avenue, Shoalwater",2017
"31 Golden Ash Gardens, Helena Valley",2019
"31 Goldsworthy Entrance, Alexander Heights",2019
"31 Goundrey Drive, Pearsall",2016
"31 Grove Road, Walliston",2012
"31 Guildford Road, Ashfield",2011
"31 Gummery Street, Bedford",2020
"31 Hale Street, Beaconsfield",2018
"31 Halifax Boulevard, Mindarie",2020
"31 HARDY ROAD, Ashfield",2014
"31 Harley Way, Medina",2016
"31 Harman Road, Sorrento",2018
"31 Harmony Way, Kewdale",2017
"31 Heatherton Mews, Hillarys",2019
"31 Hensley Loop, Landsdale",2018
"31 Herbert Street, North Fremantle",2019
"31 Hogarth Way, Bateman",2017
"31 Holwell Gardens, Clarkson",2019
"31 Holywell Street, Middle Swan",2019
"31 Honeymyrtle Turn, Stirling",2019
"31 Horner Way, Herne Hill",2015
"31 Iandra Loop, Carramar",2017
"31 Inverness Crescent, Menora",2016
"31 Investigator Parade, Jindalee",2019
"31 Irwin Street, East Fremantle",2017
"31 JACQUELINE STREET, Ashfield",2010
"31 Jane Brook Drive, Jane Brook",2020
"31 Jecks Street, Rockingham",2020
"31 Jillman Way, Ferndale",2016
"31 Kardan Circuit, Karawara",2013
"31 Kerwin Way, Lockridge",2015
"31 Keyham Street, Bertram",2019
"31 Kingsland Avenue, City Beach",2017
"31 Kinsella Street, Joondanna",2016
"31 Kookynie Loop, Baldivis",2020
"31 Kudos Circuit, Harrisdale",2018
"31 Kurrawa Street, Hillman",2011
"31 Lambertia Way, Ferndale",2020
"31 Lanark Street, Coolbinia",2013
"31 Laslett Circle, Mundaring",2017
"31 Lefroy Road, South Fremantle",2015
"31 L'Esterel Way, Port Kennedy",2019
"31 Letsom Way, Langford",2015
"31 Letterkenny Road, Bullsbrook",2015
"31 Limerick Crescent, Darch",2020
"31 Lindy Way, Camillo",2018
"31 Lively Circle, Mirrabooka",2015
"31 Livesey Street, Mundijong",2006
"31 Lombadina Parade, Secret Harbour",2019
"31 Lowan Loop, Karawara",2015
"31 Maley Street, Ashfield",2008
"31 Margaret Street, Ashfield",2015
"31 Markwell Avenue, Haynes",2014
"31 Maroma Loop, Burns Beach",2016
"31 Matta Way, Pearsall",2016
"31 McCulum Street, Stirling",2019
"31 Melun Street, Spearwood",2019
"31 Milgun Drive, Yangebup",2020
"31 Millbrook Avenue, Bertram",2020
"31 Mimosa Avenue, Mount Claremont",2018
"31 Minjah Circuit, Carramar",2020
"31 Mirreen Court, Karawara",2007
"31 Mitra Loop, Bennett Springs",2017
"31 Monet Drive, Ashby",2014
"31 Monticello Meander, Landsdale",2019
"31 Montreal Road, Woodbridge",2019
"31 Moorland Street, Scarborough",2020
"31 Morton Loop, Canning Vale",2019
"31 Murchison Drive, Jane Brook",2015
"31 Mustang Drive, Henley Brook",2015
"31 Nathaniel Way, Orelia",2019
"31 Nautical Lane, Singleton",2019
"31 Nearwater Way, Shelley",2018
"31 Noalimba Crescent, Bateman",2017
"31 Noel Street, Helena Valley",2016
"31 Norbury Way, Greenwood",2018
"31 Northerly Avenue, Ascot",2020
"31 Northmore Street, Daglish",2009
"31 Numbat Approach, Baldivis",2020
"31 Oakdene Drive, Madeley",2020
"31 Old Trafford Avenue, Madeley",2016
"31 Old York Road, Greenmount",2017
"31 Olympus Loop, Merriwa",2017
"31 Opal Way, Mount Richon",2012
"31 Oronsay Road, Greenwood",2019
"31 Paddington Street, North Perth",2020
"31 Parkside Street, Yanchep",2019
"31 Parkway, Crawley",2018
"31 Pembury Way, Butler",2018
"31 Penguin Street, Dianella",2020
"31 Pissaro Crescent, Ashby",2018
"31 Plantation Street, Menora",2016
"31 Portwine Avenue, Byford",2019
"31 Princeville Tor, Connolly",2017
"31 Prosperity Loop, Aubin Grove",2019
"31 Purslowe Street, Mount Hawthorn",2020
"31 Queen Street, Gosnells",2019
"31 Raeburn Crescent, Landsdale",2020
"31 Raine Terrace, Winthrop",2018
"31 Ramsdale Loop, Leeming",2018
"31 Rees Drive, Quinns Rocks",2019
"31 Reynolds Road, Applecross",2018
"31 Richardson Arcade, Winthrop",2015
"31 Richon Heights, Mount Richon",2013
"31 Rickett Street, Haynes",2013
"31 Ridley Street, Aveley",2020
"31 Rio Marina Way, Mindarie",2020
"31 River Bank Boulevard, South Guildford",2014
"31 Rocklands Loop, Carramar",2018
"31 Romeo Road, Coolbellup",2017
"31 Rosemary Avenue, Darch",2017
"31 Russell Road, Madeley",2017
"31 Russell Road, Maida Vale",2015
"31 Salisbury Road, Midvale",2017
"31 Salmond Turn, Wanneroo",2018
"31 Salton Street, Secret Harbour",2019
"31 Samson Street, Fremantle",2019
"31 Santa Ana Mews, Currambine",2020
"31 Scamills Road, Pearsall",2016
"31 Seaforth Avenue, Gosnells",2020
"31 Semple Court, South Lake",2015
"31 Shortridge Way, Quinns Rocks",2020
"31 Slab Gully Road, Roleystone",2017
"31 Somerset Crescent, Mosman Park",2019
"31 Sorell Gardens, Joondalup",2020
"31 Sowden Drive, Samson",2014
"31 Spigl Way, Bateman",2014
"31 St Cloud Way, Port Kennedy",2018
"31 St Joseph Fairway, Success",2019
"31 St Lucia Road, Iluka",2019
"31 Stanley Street, Nedlands",2017
"31 Strathclyde Circuit, Champion Lakes",2011
"31 Sturtridge Road, Lockridge",2014
"31 Sulman Avenue, Salter Point",2015
"31 Swan Road, Mahogany Creek",2008
"31 Swan Street, Guildford",2014
"31 Swift Turn, Parkerville",2012
"31 Swincer Way, Koondoola",2018
"31 Tangmere Way, Balga",2019
"31 Tanson Road, Parmelia",2020
"31 Templemore Drive, Heathridge",2019
"31 Templeton Crescent, Girrawheen",2017
"31 The Embankment, South Guildford",2015
"31 The Strand, Bayswater",2019
"31 Tidewater Way, Ascot",2017
"31 Tifera Circle, Kallaroo",2016
"31 Tokara Avenue, Henley Brook",2013
"31 Traminer Way, Pearsall",2017
"31 Trifund Court, Merriwa",2015
"31 Vaucluse Circuit, Belmont",2019
"31 Victoria Parade, Midvale",2014
"31 Vista Street, Kensington",2018
"31 Waterlily Drive, Stratton",2014
"31 Waterside Pass, Byford",2019
"31 Wavelea Street, Safety Bay",2018
"31 Weddall Road, Lockridge",2015
"31 Westerway Terrace, North Lake",2012
"31 Westmorland Drive, Leeming",2018
"31 Whitmore Terrace, Heathridge",2019
"31 Whittaker Crescent, Bull Creek",2019
"31 Wilmot Bend, Madeley",2017
"31 Wiluna Street, Coolbinia",2017
"31 Windfield Road, Melville",2017
"31 Winsor Road, Kalamunda",2020
"31 Yandella Promenade, Tapping",2019
"31 Yelbeni Loop, Baldivis",2020
"31 Yilgarn Street, Shenton Park",2016
"31 Zappeion Entrance, Landsdale",2020
"31/1 Corkhill Street, North Fremantle",2017
"31/11 Elvire Street, Viveash",2015
"31/158 Bibra Drive, Bibra Lake",2016
"31/485 Rockingham Road, Spearwood",2019
"311 Hamilton Road, Coogee",2018
"311 Walcott Street, North Perth",2020
"311A Hector Street, Tuart Hill",2018
"312 Huntriss Road, Woodlands",2016
"3120 Albany Highway, Mount Nasura",2015
"313 Walcott Street, Coolbinia",2016
"313 WENTWORTH Parade, Success",2018
"3142 Albany Highway, Mount Nasura",2014
"315 Vahland Avenue, Willetton",2019
"315 Walker Street, Mundaring",2018
"316 Millhouse Road, Aveley",2020
"317 Kalamunda Road, Maida Vale",2015
"317 Lord Street, Highgate",2020
"3178 Albany Highway, Mount Nasura",2014
"317A Scarborough Beach Road, Woodlands",2018
"317B Scarborough Beach Road, Woodlands",2015
"318 Corfield Street, Gosnells",2018
"318 Millhouse Road, Aveley",2020
"319 Bennett Springs Drive, Bennett Springs",2014
"319 Fitzgerald Street, North Perth",2018
"319 Lord Street, Highgate",2016
"319 Summerlakes Parade, Ballajura",2019
"319A Hamilton Road, Coogee",2018
"31A Barrisdale Road, Ardross",2016
"31a Connemara Drive, Thornlie",2020
"31A Guildford Road, Ashfield",2012
"31A Heatherlea Parkway, Leeming",2018
"31A Kirwan Street, Floreat",2017
"31A Mcgregor Street, Embleton",2019
"31a Monterey Crescent, Warnbro",2020
"31A Pycombe Way, Westminster",2020
"31A Riseley Street, Ardross",2020
"31A Scott Street, South Fremantle",2015
"31A Wyndham Street, St James",2017
"31B Bruce Street, North Fremantle",2020
"31B Cunningham Loop, Mirrabooka",2016
"31B Mullings Way, Myaree",2016
"31B Richmond Street, North Perth",2019
"31D Wanneroo Road, Joondanna",2020
"31R Keane Street, Peppermint Grove",2013
"32 Abbott Way, Swan View",2017
"32 Abingdon Crescent, Wellard",2020
"32 Adair Parade, Coolbinia",2014
"32 Adenine Bend, Piara Waters",2018
"32 Admiralty Road, Canning Vale",2020
"32 All Saints Way, Churchlands",2019
"32 Alma Road, Mount Lawley",2019
"32 Amethyst Crescent, Mount Richon",2016
"32 Antalya Vista, Iluka",2018
"32 Apple Blossom Drive, Mirrabooka",2016
"32 Apus Loop, Waterford",2016
"32 Aristride Avenue, Kallaroo",2019
"32 Armand Drive, Aubin Grove",2018
"32 Arnott Street, North Beach",2019
"32 Ashworth Way, Brookdale",2013
"32 Auckland Way, Hocking",2017
"32 Avon Crescent, Atwell",2019
"32 Avon Crescent, Viveash",2010
"32 Ballard Place, Maddington",2017
"32 Balmain Road, Greenmount",2017
"32 Balmoral Road, Gooseberry Hill",2017
"32 Barbados Turn, Hillarys",2020
"32 Barradine Way, Craigie",2019
"32 Barrington Avenue, Champion Lakes",2014
"32 Batt Drive, Brookdale",2013
"32 Bedford Street, Nedlands",2017
"32 Bindarri Grove, Wandi",2014
"32 Blairgowie Heights, Kinross",2019
"32 Bombard Street, Ardross",2017
"32 Bonython Avenue, Hocking",2020
"32 Boreham Street, Cottesloe",2019
"32 Bougainvillea Avenue, Forrestfield",2019
"32 Boulder Street, Bentley",2016
"32 Boynton Gardens, Iluka",2019
"32 Bracadale Way, Canning Vale",2020
"32 Braden Way, Marmion",2015
"32 Bradshaw Street, Eden Hill",2015
"32 Bramley Loop, Madeley",2018
"32 Bridal Crescent, Kenwick",2016
"32 Bridges Rise, Kiara",2014
"32 Buchanan Way, Padbury",2020
"32 Burgland Drive, Girrawheen",2017
"32 Burley Griffin Mews, Joondalup",2017
"32 Buttercup Crescent, High Wycombe",2020
"32 CALLISON WAY, Koondoola",2015
"32 CALOOLI Grove, Golden Bay",2017
"32 Camberwarra Drive, Craigie",2020
"32 Camfield Loop, Parmelia",2020
"32 Canns Road, Mount Nasura",2020
"32 Cardigan Terrace, Jolimont",2017
"32 Carrick Road, Mount Richon",2013
"32 Castroreale Boulevard, Sinagra",2017
"32 Celeste Street, Eglinton",2016
"32 Centennial Avenue, Bertram",2016
"32 Cerulean Road, Karnup",2014
"32 Channel Drive, Heathridge",2017
"32 Chrysostom Street, North Beach",2015
"32 Clareville Crescent, Kallaroo",2017
"32 Clianthus Way, Koongamia",2015
"32 Clifford Way, Bull Creek",2018
"32 Clovelly Way, Warnbro",2017
"32 Coatbridge Circuit, Kinross",2017
"32 Colchester Avenue, Orelia",2016
"32 Colesbrook Drive, Byford",2020
"32 Colstoun Road, Ashfield",2008
"32 Condicote Loop, Butler",2020
"32 Coolga Road, Koongamia",2013
"32 Copeland Drive, Redcliffe",2016
"32 Coral Tree Avenue, Subiaco",2018
"32 Corinthian Road, Rossmoyne",2013
"32 Cornfield Place, Hillarys",2018
"32 Cousins Street, Hammond Park",2018
"32 Croyden Road, Roleystone",2017
"32 Culloton Crescent, Balga",2018
