"address","year_sold","bedrooms","land_area","price"
"3 Whistler Way, Beeliar",2019,4,512,520000
"3 Whitchurch Road, Redcliffe",2018,4,420,375000
"3 Whitecliffe Square, Iluka",2016,4,625,760000
"3 Wilderness Way, Aveley",2019,4,674,550000
"3 Wilgerup Place, Hillman",2016,4,714,355000
"3 Willandra Place, Hillarys",2020,4,411,820000
"3 Williams Road, Coolbellup",2016,3,441,543000
"3 Willow Court, Cooloongup",2019,5,757,387500
"3 Willshire Way, Yangebup",2017,4,440,395000
"3 Winona Link, Banksia Grove",2018,4,432,365000
"3 Winston Crescent, Viveash",2007,4,1030,750000
"3 Wolfson Way, Piara Waters",2019,5,450,515000
"3 Wood Court, Lesmurdie",2019,4,944,410000
"3 Woodford Court, Koondoola",2017,3,692,360000
"3 Woodley Crescent, Melville",2018,3,724,745000
"3 Woodpine Court, Ballajura",2019,4,619,430000
"3 Woolcock Court, Ashfield",2016,3,531,470000
"3 Worralda Street, Maida Vale",2019,4,815,450000
"3 Yabbara Avenue, Burns Beach",2019,4,525,910000
"3 Yallambee Place, City Beach",2020,1,850,1375000
"3 Yarran Link, Ellenbrook",2020,4,648,450000
"3 Yomba Street, Kewdale",2018,3,812,460000
"3/1 Corkhill Street, North Fremantle",2018,3,355,2020000
"3/1 Denver Avenue, Madeley",2016,3,262,435000
"3/1 Desertpea Road, Beeliar",2018,3,212,352000
"3/1 Livingstone Street, Beaconsfield",2018,3,374,725000
"3/10 Champlin Way, Ferndale",2015,2,1645,332000
"3/10 French Road, Melville",2018,2,2024,420000
"3/10 Hazel Avenue, Woodlands",2017,3,273,500000
"3/10 Hope Road, Ardross",2016,3,418,840000
"3/11 Adamson Road, Brentwood",2013,3,775,538000
"3/11 Angove Drive, Hillarys",2019,3,248,485000
"3/11 Bolton Way, Darch",2019,3,320,395000
"3/110 Fulham Street, Kewdale",2017,3,100,350000
"3/110 Main Street, Osborne Park",2020,2,2023,220000
"3/111 Smith Street, Highgate",2014,3,1109,677500
"3/116 Montreal Street, White Gum Valley",2016,2,1325,415000
"3/117 Old Perth Road, Bassendean",2020,2,161,275000
"3/125 Waterloo Street, Tuart Hill",2018,2,2023,230000
"3/135 Alice Street, Doubleview",2020,3,217,55000
"3/136 Carnarvon Street, East Victoria Park",2019,3,1012,435000
"3/14 Bridges Road, Melville",2020,3,205,690000
"3/14 Vaucluse Avenue, Claremont",2018,2,1959,450000
"3/140 Gwenyfred Road, Kensington",2015,3,244,499000
"3/142 Sixth Avenue, Inglewood",2019,3,1012,510000
"3/15 Edward Street, Cottesloe",2018,3,286,920000
"3/15 Fauntleroy Street, Guildford",2020,3,232,460000
"3/151 Ninth Avenue, Inglewood",2019,3,311,560000
"3/152 Swansea Street, East Victoria Park",2018,3,283,530000
"3/16 Caporn Street, Crawley",2014,2,2049,545000
"3/165 Holland Street, Fremantle",2019,3,234,385000
"3/165 Whatley Crescent, Bayswater",2019,3,1177,515000
"3/166 Grand Promenade, Bedford",2018,3,1115,470000
"3/18 Ferguson Street, Middle Swan",2013,3,382,389000
"3/181 Edward Street, Osborne Park",2019,4,431,540000
"3/189 Marmion Street, Palmyra",2019,3,1115,500000
"3/2 Bland Place, Beechboro",2020,3,219,210000
"3/2 Cambey Way, Brentwood",2018,2,1701,285000
"3/20 Preston Point Road, East Fremantle",2019,3,470,688250
"3/20 Second Avenue, Mount Lawley",2019,2,2335,478000
"3/21 Godbold Close, Shelley",2019,3,1509,620000
"3/21 Jenkin Street, South Fremantle",2016,4,1035,1225375
"3/21 Wilcock Avenue, Balcatta",2018,2,190,310000
"3/23 Chapman Road, St James",2016,3,310,529500
"3/230 Knutsford Avenue, Kewdale",2018,3,2345,480000
"3/235 Ferndale Crescent, Ferndale",2019,3,270,380000
"3/24 Newport Way, Balga",2018,3,234,228000
"3/25 Brooks Street, Kalamunda",2020,2,2313,350000
"3/27 Bickley Road, Cannington",2019,3,201,320000
"3/27 Corbel Street, Shelley",2016,3,381,645000
"3/28 Marjorie Avenue, Shelley",2019,3,277,430000
"3/3 Cothill Court, Eden Hill",2019,3,1783,265000
"3/3 Hodges Place, Innaloo",2019,3,262,485000
"3/30 Manoff Road, Balcatta",2018,3,262,352000
"3/30 Ullapool Road, Mount Pleasant",2020,4,465,762000
"3/31 Troy Terrace, Daglish",2012,3,810,1090000
"3/32 Martin Avenue, Nedlands",2019,3,1013,595000
"3/33 Holmesdale Road, Woodbridge",2015,3,159,330000
"3/33 Second Avenue, Kensington",2017,3,904,710000
"3/342 South Terrace, South Fremantle",2016,2,2146,596000
"3/35 Nicholson Road, Cannington",2016,3,2307,345000
"3/36 Whatley Crescent, Mount Lawley",2020,3,178,460000
"3/39 Maida Vale Road, Maida Vale",2015,3,223,425000
"3/4 Lomatia Way, Forrestfield",2018,2,2300,220000
"3/41 George Street, Midland",2015,3,1245,360000
"3/41 Gordona Parade, Beeliar",2019,3,216,359000
"3/42 Park Street, Como",2020,2,1089,465000
"3/43 Ferguson Street, Middle Swan",2013,4,573,420000
"3/43 Halliday Street, Bayswater",2019,3,345,640000
"3/43 Martingale Avenue, Henley Brook",2014,3,2317,415000
"3/44 Armstrong Road, Wilson",2016,3,226,375000
"3/44 Mulligan Way, Orelia",2019,3,142,139000
"3/46 Hodgson Street, Tuart Hill",2017,3,488,458000
"3/48 Collier Avenue, Balcatta",2020,3,196,282000
"3/5 Pensioner Guard Road, North Fremantle",2016,2,501,605000
"3/5 Primula Close, Murdoch",2012,3,194,465000
"3/5 Villiers Street, Yokine",2018,3,303,505000
"30 Donavon Rise, Murdoch",2013,4,781,910000
"3/52 Alexandra Road, East Fremantle",2018,3,2035,498000
"3/52 Bayview Terrace, Yangebup",2020,3,865,320000
"3/52 Sayer Street, Midland",2016,3,159,350000
"3/53 Chelmsford Avenue, Port Kennedy",2020,2,155,210000
"3/531 Canning Highway, Alfred Cove",2015,3,276,535000
"3/56 Grand Boulevard, Joondalup",2018,1,2014,260000
"3/567 Marmion Street, Booragoon",2017,3,2108,525000
"3/58 Corbel Street, Shelley",2017,3,439,636600
"3/58 Pulo Road, Brentwood",2014,3,1878,470000
"3/6 Elanora Drive, Cooloongup",2020,3,197,189000
"3/6 Grasmere Court, Brentwood",2017,3,366,496000
"3/6 Pamment Street, North Fremantle",2016,1,125,520000
"3/60 Wattle Street, Tuart Hill",2017,3,170,440000
"3/623 Hay Street, Jolimont",2014,2,2025,490000
"3/67 Epsom Avenue, Redcliffe",2020,3,285,375000
"3/68 Downey Drive, Manning",2016,3,495,620000
"3/71 Henley Street, Manning",2016,3,517,738800
"3/8 Benson Court, Mount Nasura",2015,3,303,405000
"3/8 Heron Place, Maddington",2019,3,201,230000
"3/8 Muriel Street, Gosnells",2019,2,270,219000
"3/88 Moreing Street, Redcliffe",2016,2,102,360000
"3/91 Mcdonald Street, Osborne Park",2016,2,169,400000
"3/96 Ivanhoe Street, Eden Hill",2016,4,1392,420000
"30 Adair Parade, Coolbinia",2013,2,200,588000
"30 Almadine Drive, Carine",2017,4,702,900000
"30 Alps Street, Mount Helena",2016,3,1599,340000
"30 Andrews Way, Herne Hill",2016,3,809,420000
"30 Angler Way, Sorrento",2018,4,817,715000
"30 Appleberry Street, Churchlands",2015,4,468,1470000
"30 Ardross Crescent, Coolbinia",2013,3,1001,1215000
"30 Arkwell Way, Marmion",2015,4,714,820000
"30 Ashby Terrace, Viveash",2010,4,744,499000
"30 Ashridge Turn, Canning Vale",2020,4,689,660000
"30 Atlantic Avenue, Iluka",2020,4,615,767000
"30 Auckland Way, Hocking",2018,4,556,510000
"30 Aviemore Loop, Kingsley",2020,5,706,625000
"30 Ayres Road, Stoneville",2016,3,2058,369000
"30 Badrick Street, Warwick",2016,4,729,691500
"30 Bain Square, Forrestfield",2018,3,501,460000
"30 Bancoura Parkway, Secret Harbour",2019,4,670,520000
"30 Bandalong Way, High Wycombe",2019,3,845,300000
"30 Barbarossa Drive, Caversham",2020,4,636,575000
"30 Bark Circle, Kenwick",2016,4,532,80000
"30 Barrington Avenue, Champion Lakes",2009,3,418,190000
"30 Bartlett Street, Willagee",2020,3,454,485000
"30 Baxter Close, Huntingdale",2016,4,544,410000
"30 Nesbit Drive, Haynes",2014,4,420,215000
"30 Beltana Road, Craigie",2018,3,729,425000
"30 Bendigo Way, City Beach",2018,5,922,2250000
"30 Berkshire Drive, Beldon",2015,4,700,425000
"30 Berrington Trail, The Vines",2018,4,834,710000
"30 Boronia Avenue, Nedlands",2017,5,1013,2275000
"30 Bridal Crescent, Kenwick",2015,4,629,472000
"30 Briggs Street, South Lake",2017,4,480,333000
"30 Broach Way, Alkimos",2019,3,218,319000
"30 Brumby Avenue, Henley Brook",2014,4,637,470000
"30 Butcher Street, Mundijong",2015,3,904,420000
"30 Calbourne Way, Kingsley",2020,4,965,690000
"30 Calectasia Street, Greenwood",2020,4,1006,660000
"30 Callistemon Approach, Atwell",2019,4,815,732500
"30 Callistemon Street, Greenwood",2018,4,683,545000
"30 Camelot Street, Carine",2017,4,688,870000
"30 Campbell Way, Rockingham",2020,4,811,416000
"30 Canterbury Terrace, East Victoria Park",2019,3,647,717500
"30 Canterbury Trail, Harrisdale",2019,4,495,420000
"30 Cara Road, Greenmount",2019,3,1161,380000
"30 Carisbrooke Loop, Hocking",2017,4,669,493000
"30 Central Avenue, Mount Pleasant",2018,5,500,960000
"30 Cerulean Road, Karnup",2016,3,405,449000
"30 Chieftain Street, Bertram",2017,4,705,400000
"30 Clifford Loop, Darch",2017,3,301,445000
"30 Colstoun Road, Ashfield",2010,5,860,577500
"30 Congenial Loop, Atwell",2018,3,231,501000
"30 Conigrave Road, Yangebup",2019,4,707,400000
"30 Connell Avenue, Kelmscott",2020,4,635,410000
"30 Coolga Road, Koongamia",2013,3,691,370000
"30 Coomoora Road, Ardross",2018,3,871,668250
"30 Copeland Drive, Redcliffe",2015,4,546,535000
"30 Corkwood Street, Banksia Grove",2019,3,511,300000
"30 Cornforth Way, Piara Waters",2020,4,518,520500
"30 Crabtree Way, Medina",2015,4,728,395000
"30 Cromwell Road, Alexander Heights",2016,4,732,470000
"30 Cross Street, Queens Park",2018,3,654,445000
"30 Curtis Way, Girrawheen",2018,3,278,260000
"30 Dalmain Street, Kingsley",2018,4,682,585000
"30 Datchet Turn, Bertram",2020,3,312,296000
"30 Daylesford Elbow, Jane Brook",2015,4,756,445000
"30 De Crillon Way, Currambine",2020,4,435,575000
"30 De Havilland View, Maylands",2020,5,579,1180000
"30 Dean Road, Jandakot",2016,4,720,640000
"30 Denny Way, Parkwood",2016,3,462,455001
"30 Dilkara Way, City Beach",2016,4,860,1685000
"30 Donald Drive, Safety Bay",2020,4,690,439000
"30 DOONAN ROAD, Nedlands",2020,4,994,2000000
"30 Dorothy Street, Ashfield",2009,3,735,438000
"30 Dumaresq Loop, Quinns Rocks",2020,4,641,570000
"30 Dumbarton Crescent, Menora",2013,4,895,202500
"30 Dunblane Road, Floreat",2020,3,826,1275000
"30 Elderiana Link, Banksia Grove",2019,3,403,382500
"30 Elkington Pass, Huntingdale",2018,3,531,223000
"30 Farmview Drive, Bellevue",2016,3,727,345000
"30 Feltbush Mews, Canning Vale",2019,5,714,610000
"30 Flindell Avenue, Caversham",2020,3,443,440000
"30 Floyd Street, Trigg",2015,3,608,1125000
"30 Forrest Street, North Beach",2016,5,508,1100000
"30 Gausson Turn, Ashby",2015,3,543,475000
"30 Genesta Crescent, Dalkeith",2015,3,1021,2100000
"30 George Street, Mount Helena",2015,3,1452,413000
"30 Georgina Street, Hilbert",2017,3,416,360000
"30 Gibb Crescent, Westminster",2018,3,253,360000
"30 Gillon Street, Karawara",2016,4,512,800000
"30 Glanville Street, Mosman Park",2017,3,572,1110000
"30 Glen Ross Chase, Jane Brook",2018,4,689,545000
"30 Glenunga Way, Craigie",2019,3,733,510000
"30 Golden Ash Gardens, Helena Valley",2017,4,605,510000
"30 Goldfinch Bend, Harrisdale",2018,4,435,460000
"30 Graton Loop, Iluka",2018,5,859,805000
"30 Greenough Way, Gosnells",2018,3,688,240000
"30 Gribble Road, Gwelup",2017,4,511,823000
"30 Haig Street, Ashfield",2010,4,450,426000
"30 Halcyon Crescent, Aveley",2019,4,498,417000
"30 Halesworth Road, Jolimont",2016,4,522,1200000
"30 Hamilton Street, East Fremantle",2017,4,1127,1720000
"30 Hampshire Street, East Victoria Park",2019,3,430,845000
"30 Hampton Road, Fremantle",2018,5,662,1300000
"30 Harris Street, Carlisle",2018,3,289,425000
"30 Hassell Crescent, Bull Creek",2017,4,713,649000
"30 Heacham Avenue, Hocking",2020,4,679,545000
"30 Heatherlea Parkway, Leeming",2020,4,705,680000
"30 Hedgeley Way, Canning Vale",2020,4,651,540000
"30 Hennessy Drive, Ashby",2020,4,576,490000
"30 Heylmore Road, Medina",2016,3,1641,385000
"30 Hickory Street, South Fremantle",2015,3,455,1165000
"30 Hilda Street, Shenton Park",2015,3,627,1600000
"30 Hilliger Turn, Jane Brook",2015,5,468,160000
"30 Holland Way, Kingsley",2018,4,612,750000
"30 Hope Street, Beechboro",2018,4,720,400000
"30 Hubbard Way, Medina",2014,2,728,245000
"30 Hubert Street, Darlington",2017,4,2138,510000
"30 Inquirer Lane, Stratton",2016,4,386,350000
"30 Jackson Avenue, Winthrop",2017,4,716,825000
"30 Johnson Street, Guildford",2017,3,557,575000
"30 Johnston Street, Mount Helena",2019,4,2290,418000
"30 Keightly Corner, Jane Brook",2019,5,820,545000
"30 Kells Road, Alkimos",2019,3,360,302000
"30 Kemshall Way, Maddington",2018,4,498,450000
"30 Kianga Crescent, Burns Beach",2018,4,562,793000
"30 Kilkee Street, Ridgewood",2015,3,385,425000
"30 Kilmurray Elbow, Huntingdale",2016,5,600,510000
"30 Kitchener Street, North Beach",2017,5,505,1625000
"30 Koomba Rise, Bertram",2016,4,663,445000
"30 Lancer Way, Alexander Heights",2020,6,565,395000
"30 Larimar Parade, Byford",2020,4,548,425000
"30 Latham Road, Ferndale",2018,5,688,460000
"30 Latimer Way, Langford",2020,5,867,425000
"30 Lauraine Drive, Harrisdale",2020,4,480,580000
"30 Laverstock Street, South Guildford",2020,3,409,605000
"30 Leichhardt Crossing, Hammond Park",2020,4,540,475000
"30 Lewis Road, Kalamunda",2019,3,998,417000
"30 Liberty Drive, Clarkson",2020,3,312,333333
"30 Liesham Crescent, Baldivis",2020,4,615,452250
"30 Lofties Street, Forrestdale",2012,4,994,420000
"30 Lorne Bend, Secret Harbour",2019,3,433,280000
"30 Loton Avenue, Midland",2015,4,1054,850000
"30 Ludlow Way, Warnbro",2019,3,774,361000
"30 Mader Road, Mundijong",2011,4,1336,390000
"30 Maidos Street, Ashfield",2013,2,732,480000
"30 Maley Street, Ashfield",2018,3,628,459000
"30 Margaret Street, Ashfield",2012,4,611,480000
"30 Martingale Avenue, Henley Brook",2012,3,346,382000
"30 Marwood Way, Willetton",2019,4,699,750000
"30 McCaskill Way, Noranda",2020,5,739,560000
"30 McKenzie Road, Samson",2015,3,753,630000
"30 McKirdy Way, Marmion",2012,4,720,955000
"30 Meenaar Crescent, Coolbinia",2009,3,881,1080000
"30 Melbourne Loop, Clarkson",2020,3,338,385000
"30 Midlothian Crescent, Kinross",2019,4,523,495000
"30 Mimosa Avenue, Mount Claremont",2017,4,421,1250000
"30 Mockeridge Circuit, Middle Swan",2013,3,576,340000
"30 Molloy Circuit, Atwell",2017,4,521,500000
"30 Monash Avenue, Nedlands",2018,5,490,960000
"30 Moncrieff Road, Langford",2016,4,698,411000
"30 Montilla Crescent, Port Kennedy",2020,4,592,330000
"30 Moorhead Way, Koondoola",2015,3,775,429000
"30 Morisot Crescent, Ashby",2013,4,540,515000
"30 Mosedale Loop, Waikiki",2019,4,662,330000
"30 Narran Street, Hilbert",2015,4,496,530000
"30 Newmarket Parade, Butler",2020,3,544,552000
"30 Newport Way, Balga",2020,3,325,330000
"30 Norman Street, Bellevue",2013,3,747,352000
"30 O'Sullivan Drive, Camillo",2015,3,922,285000
"30 Oxcliffe Road, Doubleview",2019,4,827,1265000
"30 Painter Crescent, Mundaring",2015,5,2001,900000
"30 Paperbark Way, Morley",2020,3,738,450000
"30 Partridge Way, Thornlie",2020,3,700,397000
"30 Patterson Drive, Middle Swan",2015,3,633,217000
"30 Peebles Road, Floreat",2019,5,1208,1762500
"30 Peel Street, Jolimont",2013,4,483,1560000
"30 Percheron Entrance, Stratton",2014,3,487,350000
"30 Pingrup Court, Waikiki",2018,4,725,400000
"30 Pitt Street, Kensington",2015,2,768,780000
"30 Plantation Street, Menora",2013,3,711,900000
"30 Plumdale Way, Woodvale",2019,4,559,585000
"30 Port Royal Drive, Safety Bay",2020,3,728,325000
"30 Portmarnock Drive, The Vines",2019,4,764,990000
"30 Powderbark Bypass, Kenwick",2015,3,565,380000
"30 Queenscliffe Road, Doubleview",2018,3,691,1926000
"30 Rae Road, Safety Bay",2018,4,838,480000
"30 Redgum Drive, Ballajura",2020,4,302,396000
"30 Richenda Court, Marangaroo",2020,4,510,440000
"30 Rickett Street, Haynes",2013,4,426,185000
"30 Ridgewood Boulevard, Ridgewood",2015,4,584,430000
"30 Rockefeller Way, Harrisdale",2019,3,364,430000
"30 Rogerson Road, Mount Pleasant",2020,5,765,1410000
"30 Roxburghe Drive, The Vines",2017,5,812,550000
"30 Rubida Rise, Roleystone",2017,4,2131,695000
"30 San Jose Turn, Merriwa",2015,4,547,400000
"30 Sanguine Way, Atwell",2017,3,480,507500
"30 SANTONA Boulevard, Ellenbrook",2020,3,450,360000
"30 Saw Drive, Darlington",2015,3,2398,710000
"30 Scarcliffe Way, Carine",2018,4,700,845000
"30 School Road, Karragullen",2020,2,2280,610000
"30 Shaw Close, Brentwood",2017,4,509,730000
"30 Shelvock Crescent, Koondoola",2013,3,817,400000
"30 Shenandoah Mews, Currambine",2019,4,712,600000
"30 Shepherds Bush Drive, Kingsley",2019,3,689,450000
"30 Speedy Cheval Street, East Fremantle",2019,3,255,690000
"30 Sporing Way, Hillarys",2019,3,700,560000
"30 Sproxton Way, Embleton",2020,3,1064,520000
"30 ST LAURENT MEWS, Port Kennedy",2020,4,742,410000
"30 Staines Street, Lathlain",2019,4,409,685000
"30 Strathalbyn Loop, Carramar",2018,4,603,477000
"30 Strathclyde Circuit, Champion Lakes",2012,3,420,198000
"30 Sugarloaf Close, Merriwa",2015,4,524,400000
"30 Tabard Street, Greenwood",2018,3,688,440500
"30 Tarrant Way, Bateman",2020,4,750,672000
"30 Tavistock Crescent, Lynwood",2015,3,833,512500
"30 The Lakes Boulevard, Jandakot",2014,4,560,600000
"30 Timberlane Crescent, Beechboro",2017,4,632,540000
"30 Tokara Avenue, Henley Brook",2012,4,511,370000
"30 Topsail Loop, Alkimos",2019,4,336,386000
"30 Torquata Boulevard, Helena Valley",2018,4,603,540000
"30 Tourer Court, Maylands",2020,4,528,1420000
"30 Transit Way, Mullaloo",2018,3,684,550000
"30 Treasure Road, Singleton",2015,4,820,542000
"30 Tristania Rise, Duncraig",2019,4,754,1050000
"30 Troy Street, Applecross",2018,2,775,1550000
"30 Turnbull Way, Trigg",2017,4,730,1450000
"30 Tyndall Circuit, Alexander Heights",2018,4,510,443000
"30 Vesta Crescent, Shelley",2018,4,819,740000
"30 Victoria Street, Guildford",2016,3,1634,176000
"30 Vista Drive, Parkerville",2014,3,1818,600000
"30 Walkington Way, Eden Hill",2020,3,1208,568000
"30 Wallsend Road, Woodbridge",2011,5,324,910000
"30 Wallum Road, Banksia Grove",2019,4,450,387500
"30 Warda Crescent, Forrestfield",2019,4,622,405000
"30 Waterford Parade, Darch",2016,3,406,530000
"30 Wellaton Street, Midvale",2015,3,1052,402000
"30 Wester Crescent, Quinns Rocks",2018,4,603,470000
"30 Whitchurch Road, Redcliffe",2016,3,392,473500
"30 Whitfield Drive, Two Rocks",2017,4,815,315000
"30 Whitnell Gardens, Murdoch",2013,5,717,750000
"30 Wildwood Mews, Carramar",2017,4,600,650000
"30 Windarra Drive, City Beach",2020,2,1361,1700000
"30 Windermere Circle, Joondalup",2020,4,630,515000
"30 Windich Road, Bull Creek",2019,4,731,865000
"30 Winthrop Drive, Winthrop",2019,4,765,705000
"30 Wishart Loop, Wanneroo",2019,4,616,615000
"30 Wishaw Loop, Kinross",2020,4,673,590000
"30 Wollaston Avenue, Haynes",2016,3,2024,340000
"30 Woodleigh Gardens, Ballajura",2018,4,612,386500
"30 Woodrush Way, Canning Vale",2020,4,704,660000
"30 Zeus Avenue, Madeley",2018,4,680,655000
"30/177 Dampier Avenue, Kallaroo",2018,2,115,320000
"30/240 Burke Drive, Attadale",2017,3,278,770000
"30/43 Rockingham Beach Road, Rockingham",2019,3,214,815000
"300 Benenden Avenue, Alkimos",2019,4,360,354000
"300 Brooking Road, Mahogany Creek",2011,4,2035,605000
"300 Morley Drive, Eden Hill",2016,2,736,400000
"3007 Albany Highway, Kelmscott",2019,4,1032,252000
"301A Hamilton Road, Coogee",2015,3,760,480000
"302 Lyon Road, Aubin Grove",2017,4,600,530000
"302 Summerlakes Parade, Ballajura",2019,4,895,528000
"3027 Albany Highway, Kelmscott",2020,4,1232,490000
"303 Kalamunda Road, Maida Vale",2015,4,814,275000
"303 West Coast Drive, Trigg",2016,4,583,2140000
"304 Illawarra Crescent, Ballajura",2020,4,771,340000
"304 Millhouse Road, Aveley",2019,3,300,300000
"304 Onslow Road, Shenton Park",2017,3,354,935000
"304 Yangebup Road, Yangebup",2017,3,612,390000
"304/1 Bristol Lane, Mindarie",2020,2,129,712500
"304A Marmion Street, Melville",2019,3,425,640000
"306 Hector Street, Tuart Hill",2018,4,791,590000
"306 Illawarra Crescent, Ballajura",2020,4,774,605000
"306 Warwick Road, Warwick",2018,4,744,610000
"308 Balfour Street, Southern River",2018,4,480,453000
"308 Cambridge Street, Wembley",2019,4,443,850000
"308 Egerton Drive, Aveley",2019,3,239,285000
"309 Tapper Road, Atwell",2017,4,618,670000
"30a Adamson Road, Brentwood",2017,4,292,643000
"30A Bickley Crescent, Manning",2017,3,460,940000
"30A Davy Street, Alfred Cove",2019,5,496,855000
"30A Lady Evelyn Retreat, Joondalup",2020,3,449,348000
"30A Milne Street, Bicton",2018,4,550,775000
"30A Sergeant Road, Melville",2017,4,1021,880000
"30A Tricourt Grove, Riverton",2019,4,509,605000
"30a Walpole Street, Swanbourne",2015,3,552,1291000
"30B BATAVIA PLACE, Kallaroo",2015,3,911,420000
"30B Chamberlain Circle, Bateman",2017,3,516,625000
"30B FLORIDA DRIVE, Landsdale",2019,3,299,405000
"30B Haskell Gardens, Clarkson",2019,3,903,295000
"30b Henley Road, Ardross",2016,4,519,1280000
"30B Hope Avenue, Manning",2019,2,1394,590000
"30B Marine Terrace, Fremantle",2019,2,284,955000
"30B The Circle, Warwick",2017,3,302,547000
"30D Pearl Road, Cloverdale",2019,3,310,400000
