ADDRESS,PRICE
"27 Cygnus Parade, Waterford",650000
"27 Dargin Street, Mount Helena",385000
"27 Darian Drive, Willetton",637000
"27 Darile Street, Hillman",310000
"27 De Grey Retreat, Jane Brook",529950
"27 Denver Avenue, Madeley",480000
"27 Donald Drive, Safety Bay",717000
"27 Donna Street, Morley",530000
"27 Dorothy Street, Ashfield",547000
"27 Drummonds Approach, Secret Harbour",815000
"27 Duncan Street, Victoria Park",1050000
"27 Durance Drive, Port Kennedy",650000
"27 Ecko Road, Mount Nasura",405000
"27 Eddington Road, Warwick",522000
"27 Edgecombe Pass, Aveley",282500
"27 Edgeworth Circuit, Tapping",545000
"27 Edinburgh Road, Seville Grove",345000
"27 Ednah Street, Como",1600000
"27 Edward Street, Nedlands",2350000
"27 Eldorado Street, Osborne Park",870000
"27 Elfreda Avenue, Sorrento",720000
"27 Emperor Avenue, Beldon",535000
"27 Erlistoun Street, Golden Bay",465000
"27 Eucla Mews, Stratton",303000
"27 Faulkner Way, Eden Hill",420000
"27 Fendam Street, Waikiki",470000
"27 Ferrar Street, Menora",875000
"27 Ferryside Road, Butler",370000
"27 Fimiston Place, Balcatta",830000
"27 Fitzroy Road, Rivervale",605000
"27 Flametree Place, Beechboro",485000
"27 Fleet Circle, High Wycombe",435000
"27 Frawley Gardens, Murdoch",775000
"27 Frederic Street, Koongamia",305000
"27 Gage Street, Two Rocks",299000
"27 Gairloch Street, Applecross",1165000
"27 Gamage Way, Lockridge",321000
"27 Gateshead Loop, Mindarie",889000
"27 Gawler Way, Calista",285000
"27 Georgina Street, Hilbert",387000
"27 Gerard Street, East Cannington",385000
"27 Giles Street, North Beach",1060000
"27 Gillings Parade, Wattle Grove",525000
"27 Glenmere Road, Warwick",680000
"27 Glenmoy Avenue, Willetton",640000
"27 Grampians Heights, Mirrabooka",305000
"27 Great Eastern Highway, Bellevue",310000
"27 Greenough Court, Jane Brook",510000
"27 Grimrey Road, Lockridge",575000
"27 Haig Street, Ashfield",502000
"27 Hampshire Drive, Quinns Rocks",580000
"27 Hanlin Way, Samson",540000
"27 Harbour Town Heights, Connolly",760000
"27 Harford Grove, Yanchep",410000
"27 Harmony Parade, Singleton",560000
"27 Harrison Road, Mount Richon",465000
"27 Haslemere Drive, Mount Nasura",610000
"27 Hayward Parade, Coogee",780000
"27 Heirisson Way, North Coogee",1165000
"27 Heylmore Road, Medina",400000
"27 Hird Place, Palmyra",612500
"27 Hodge Street, Willagee",535000
"27 Holmesfield Crescent, Carine",880000
"27 Honeydew Bend, Byford",418000
"27 Hovea Crescent, City Beach",1850000
"27 Iandra Loop, Willetton",800000
"27 Jacqueline Street, Ashfield",540000
"27 Jade Street, Mount Richon",450000
"27 Javon Loop, Alexander Heights",325000
"27 Jinda Road, Koongamia",310000
"27 Jules Court, Willagee",515000
"27 Jupiter Bend, Rockingham",600000
"27 Kadina Road, Gooseberry Hill",532000
"27 Kanji Loop, Atwell",535000
"27 Keatley Crescent, Woodvale",590000
"27 Kidbroke Place, Kelmscott",180000
"27 Kilmarnock Loop, Kinross",390000
"27 Kingsway, Madeley",670000
"27 Kitchener Street, North Beach",725000
"27 Koolgoo Way, Koongamia",280000
"27 Kootingal Bend, Baldivis",370000
"27 Kooya Way, Wattle Grove",457000
"27 Kumarina Drive, Secret Harbour",265000
"27 La Grange Loop, Currambine",690000
"27 Lakewood Avenue, Ascot",770000
"27 Lalor Road, Kenwick",750000
"27 Lanark Street, Coolbinia",790000
"27 Langham Street, Nedlands",1930000
"27 Lannam Road, Hilbert",250000
"27 Lansdowne Street, Jolimont",1250000
"27 L'aquila Circle, Beeliar",460000
"27 Latteri Turn, Aubin Grove",425000
"27 Leake Street, Ascot",540000
"27 Lexington Avenue, Canning Vale",740000
"27 Lexington Heights, Currambine",800000
"27 Lindsay Way, Padbury",549000
"27 Lindy Way, Camillo",323000
"27 Lisle Street, Mount Claremont",1380000
"27 Little River Cove, Jane Brook",425000
"27 Losino Boulevard, Henley Brook",490000
"27 Lowan Loop, Karawara",515000
"27 Ludgate Way, Gwelup",1400000
"27 MacRae Road, Applecross",1355000
"27 Majorca Elbow, Hocking",581000
"27 Maley Street, Ashfield",405000
"27 Mallorca Avenue, Hillarys",1640000
"27 Manhattan Concourse, Hilbert",525000
"27 Marathon Loop, Madeley",520000
"27 Maritana Road, Kallaroo",605000
"27 Marmot Way, Ferndale",565000
"27 Marradong Street, Coolbinia",1250000
"27 Masefield Avenue, North Lake",660000
"27 Maxwell Street, Beaconsfield",936000
"27 McCombe Avenue, Samson",440000
"27 Mcintyre Pass, Two Rocks",180000
"27 McKenzie Road, Samson",626000
"27 Mcleod Street, Lockridge",360000
"27 Meadow Place, Quinns Rocks",339000
"27 Meadowbank Gardens, Hillarys",1030000
"27 Melaleuca Drive, Greenwood",510000
"27 Miami Beach Promenade, Iluka",750000
"27 Midgley Street, Lathlain",560000
"27 Midsummer Avenue, Jindalee",627000
"27 Milson Street, South Perth",1700000
"27 Mimosa Avenue, Mount Claremont",1322500
"27 Mockeridge Circuit, Middle Swan",371000
"27 Modena Place, Balga",425000
"27 Moorhead Way, Koondoola",300000
"27 Morphett Crescent, Bateman",805000
"27 Mullewa Crescent, Coolbinia",1700000
"27 Myrna Way, Parkwood",618000
"27 Nairn Road, Bickley",572000
"27 Navajo Way, Eglinton",285000
"27 Nesbit Drive, Haynes",205000
"27 Newton Street, Mount Helena",530000
"27 Norvills Retreat, Kiara",425000
"27 Oak Court, Forrestfield",387000
"27 Oakfield Retreat, Ballajura",370000
"27 Olding Way, Melville",1195000
"27 Onyx Road, Mount Richon",370000
"27 Opperman Place, Middle Swan",265000
"27 O'reilly Court, Jane Brook",402000
"27 Orion Street, Rockingham",290000
"27 Orleans Drive, Port Kennedy",510000
"27 Orrel Avenue, Floreat",1800000
"27 Overdene Pass, Banksia Grove",440000
"27 Parkway, Crawley",803000
"27 Patterson Drive, Middle Swan",367000
"27 Peachey Avenue, Kewdale",720000
"27 Pedder Way, Parmelia",176500
"27 Peirse Way, Marmion",1040000
"27 Pennington Way, Brabham",415000
"27 Pilbara Crescent, Jane Brook",450000
"27 Pioneer Drive, Edgewater",560000
"27 Pollen Turn, Banksia Grove",459000
"27 Purley Crescent, Lynwood",505000
"27 Quarram Crescent, Burns Beach",1075000
"27 Raeburn Crescent, Landsdale",549000
"27 Raeburn Road, Roleystone",500000
"27 Raeside Drive, Landsdale",525000
"27 Railway Crescent, Herne Hill",270000
"27 Ranfurly Approach, Ellenbrook",303000
"27 RAWLINNA HEIGHTS, Ballajura",430000
"27 Redgate Court, Kiara",405000
"27 Reeve Street, Swanbourne",1185000
"27 Remembrance Drive, Baldivis",400000
"27 Rendell Way, Koondoola",300000
"27 Rhodes Crescent, Calista",277000
"27 Rintoul Loop, Booragoon",1300000
"27 Riseley Street, Ardross",1250000
"27 Rochford Way, Girrawheen",130000
"27 Rockett Way, Bull Creek",772000
"27 Romney Way, Parkwood",535000
"27 Roscoe Turn, Rockingham",750000
"27 Rosewood Lane, Thornlie",475000
"27 Rossmoyne Drive, Rossmoyne",1040000
"27 Roundhouse Parade, Jindalee",520000
"27 Russell Road, Maida Vale",285000
"27 Salmond Turn, Wanneroo",460000
"27 Santa Barbara Parade, Quinns Rocks",365000
"27 Scarpview Place, East Cannington",470500
"27 Seagate Street, Safety Bay",290000
"27 Sewell Street, East Fremantle",770000
"27 Sicklemore Road, Parmelia",257000
"27 Silvereye Close, East Cannington",600000
"27 Silverton Avenue, Butler",495000
"27 Spoonbill Place, Queens Park",425000
"27 Springdale Boulevard, Secret Harbour",329000
"27 Springvale Drive, Warwick",570000
"27 St Andrews Drive, Yanchep",390000
"27 St Leonards Boulevard, Dayton",545000
"27 Stanley Street, Mount Lawley",875000
"27 Steward Way, Orelia",300000
"27 Strathclyde Circuit, Champion Lakes",195000
"27 Sullivan Road, Duncraig",575000
"27 Susetta Approach, Success",528000
"27 Swan Road, Mahogany Creek",61000
"27 Swiftlet Way, Gwelup",825000
"27 Talbot Drive, Kingsley",525000
"27 Tambora Bend, Madeley",470000
"27 Tangadee Road, Golden Bay",295000
"27 Tapioca Drive, Aveley",285000
"27 Tewson Road, Camillo",285000
"27 The Embankment, South Guildford",910000
"27 The Lakes Boulevard, Jandakot",650000
"27 The Oval, Madeley",600000
"27 Thornbill Meander, Joondalup",735000
"27 Thorpe Street, Rockingham",697500
"27 Ticklie Road, Seville Grove",295500
"27 Tobin Street, Mount Helena",634000
"27 Tolladine Vista, The Vines",700000
"27 Torquata Boulevard, Helena Valley",602000
"27 Towncentre Drive, Thornlie",439000
"27 Tredale Avenue, Mount Richon",400000
"27 Tremont Place, Craigie",490000
"27 Tucker Street, Medina",290000
"27 Tullow Gardens, Darch",630000
"27 Tuomey Follow, Baldivis",385000
"27 Tuscan Way, Karnup",435000
"27 Unwin Crescent, Salter Point",1200000
"27 Valance Way, Gwelup",895000
"27 Vincent Road, Sinagra",515000
"27 Vitesse Approach, Shoalwater",676500
"27 Vivaldi Avenue, Stirling",950000
"27 Viveash Road, Middle Swan",495000
"27 Waldorf Ramble, Currambine",637000
"27 Wangalla Road, Koongamia",140000
"27 Waterhouse Meander, Burns Beach",899000
"27 Waterlily Drive, Stratton",340000
"27 Watervista Place, Maylands",925000
"27 Weld Road, Swan View",501000
"27 Wellard Road, Calista",235000
"27 West Parade, Hazelmere",163000
"27 Westerway Terrace, North Lake",610000
"27 Weymouth Boulevard, Quinns Rocks",565000
"27 Whistler Green, Brookdale",56100
"27 Whitchurch Road, Redcliffe",540000
"27 Williams Road, Melville",870000
"27 Williamson Street, Bayswater",737500
"27 Williamson Way, Trigg",915000
"27 Willshire Way, Yangebup",460000
"27 Wilson Street, Wooroloo",421000
"27 Wishaw Loop, Kinross",400000
"27 Woodlake Boulevard, Ellenbrook",320000
"27 Woodlands Street, Woodlands",925000
"27 Worthington Road, Brabham",290000
"27 Zaffre Street, Eglinton",362500
"27 Zingarello Street, Pearsall",419000
"27/11 Elvire Street, Viveash",360000
"270 Glen Forrest Drive, Glen Forrest",630000
"270 St Kilda Road, Kewdale",450000
"270 Wentworth Parade, Success",730000
"271 Johnson Road, Bertram",470000
"271 Nicholson Road, Shenton Park",1530000
"271 Ocean Drive, Quinns Rocks",880000
"271 Station Street, East Cannington",578000
"271 Tapper Road, Atwell",965000
"271C The Strand, Dianella",525000
"272 Canning Road, Lesmurdie",575000
"272 Fulham Street, Cloverdale",437000
"272 Soldiers Road, Cardup",400000
"272 South Street, White Gum Valley",750000
"272 Streich Avenue, Armadale",2172500
"272B High Road, Riverton",495000
"273 Canning Road, Walliston",485000
"274 Preston Point Road, Bicton",890000
"2740 Brooking Road, Parkerville",545000
"275 Lesmurdie Road, Lesmurdie",508000
"275 Viveash Road, Swan View",503000
"276 Eddystone Avenue, Heathridge",480000
"276 Gossage Road, Oldbury",669000
"276 Odin Drive, Stirling",785000
"277 Johnson Road, Bertram",372000
"277b Camborne Parkway, Butler",247500
"278 Morley Drive, Eden Hill",479000
"278 Southern River Road, Southern River",499000
"279 High Street, Fremantle",620000
"279B Marmion Street, Cottesloe",1100000
"27A Alfred Road, Mount Claremont",1400000
"27A Beagle Street, Mosman Park",1350000
"27A Bunderra Close, Karawara",410000
"27A Cervantes Loop, Yangebup",400000
"27A Daly Street, South Fremantle",1025000
"27A Devon Road, Swanbourne",1480000
"27A Dixon Avenue, Kewdale",545000
"27A Ferguson Street, Middle Swan",410000
"27A Guildford Road, Ashfield",307500
"27A Hartung Street, Mundaring",575000
"27A Huntriss Road, Karrinyup",807000
"27A Mary Street, Watermans Bay",985000
"27A Massey Street, Rossmoyne",445000
"27A Melbourne Way, Morley",405000
"27A Modillion Avenue, Shelley",873000
"27A Morgan Road, Redcliffe",510000
"27a North Beach Road, North Beach",850000
"27a Paget Street, Hilton",622000
"27A Purdom Road, Wembley Downs",802500
"27A Regent Avenue, Mount Pleasant",760000
"27A Second Avenue, Rossmoyne",880000
"27A THURSLEY WAY, Morley",730000
"27B Balmoral Road, Gooseberry Hill",448000
"27b Esplanade, Rockingham",655000
"27B Glencairn Way, Parkwood",275000
"27B Guildford Road, Ashfield",280000
"27B Jillian Street, Riverton",760000
"27B Masthead Street, Waikiki",373000
"27B McCoy Street, Melville",1320000
"27B Shaw Road, Innaloo",700000
"27B Susan Road, Madeley",410000
"27B Woodley Crescent, Melville",660000
"27C Knutsford Street, North Perth",700000
"27C Quadea Road, Nollamara",357500
"27D Robin Hood Avenue, Armadale",200000
"27D Wiltshire Avenue, Thornlie",396000
"28 Achiever Avenue, Port Kennedy",467000
"28 Addlewell Glen, Kiara",395000
"28 Ainslie Road, North Fremantle",1465000
"28 Aitken Drive, Winthrop",775000
"28 Albatross Loop, Bennett Springs",482000
"28 Aldinga Street, Kenwick",437000
"28 All Saints Way, Churchlands",1235000
"28 Almadine Drive, Carine",640000
"28 Amanda Drive, Camillo",300000
"28 ANSTIE WAY, Bull Creek",668000
"28 Arbon Way, Lockridge",290000
"28 Arcadia Drive, Shoalwater",1350000
"28 Ardross Crescent, Coolbinia",1215000
"28 Arreton Way, Hocking",509000
"28 Arthur Street, Shenton Park",1815000
"28 Aspendale Place, Hillarys",895000
"28 Athlone Road, Floreat",1880000
"28 Atkins Parade, Hammond Park",540000
"28 Atlantic Avenue, Iluka",805000
"28 Atlantic Bend, Bassendean",485000
"28 Avon Crescent, Viveash",580000
"28 Baal Street, Palmyra",1250000
"28 Bailey Street, Trigg",1285000
"28 Balladong Loop, Carramar",432000
"28 Balsam Mews, Aveley",433500
"28 Banrock Drive, The Vines",429900
"28 Barbados Turn, Hillarys",1950000
"28 Barrington Avenue, Champion Lakes",475000
"28 Barron Way, Orelia",200000
"28 Bathgate Loop, Koondoola",420000
"28 Bayport Circuit, Mindarie",510000
"28 Beauchamp Loop, Wellard",275000
"28 Bedelia Way, Hamersley",550000
"28 Bedford Road, Ardross",1050000
"28 Bellanger Drive, Beldon",480000
"28 Bent Street, Cannington",445000
"28 Bent Street, City Beach",1500000
"28 Bentley Street, Singleton",425000
"28 Berkshire Drive, Beldon",484000
"28 Bingarra Crescent, Tapping",515000
"28 Blackthorn Road, Eden Hill",376000
"28 Blueridge Crest, Bibra Lake",668000
"28 Bopeechee Way, Port Kennedy",372000
"28 Bowman Street, Bullsbrook",310000
"28 Brady Road, Lesmurdie",770000
"28 Bromley Street, Embleton",630000
"28 Bronzewing Loop, Wembley",1000000
"28 Broun Avenue, Embleton",445000
"28 Brumby Avenue, Henley Brook",549000
"28 Brushbox Way, Huntingdale",465000
"28 Burke Drive, Attadale",2300000
"28 Burkett Terrace, Bertram",325000
"28 Burnside Street, Bayswater",695000
"28 Buxton Street, Mount Hawthorn",1600000
"28 Cabernet Loop, Pearsall",424000
"28 Calautti Court, Gwelup",680000
"28 Callander Avenue, Kinross",475000
"28 Calneggia Drive, Byford",330000
"28 Calume Street, Hillman",350500
"28 Calytrix Crescent, Success",555000
"28 Camballin Loop, Bertram",420000
"28 Cambey Way, Brentwood",1035000
"28 Cameron Street, Langford",390000
"28 Carberry Square, Clarkson",255000
"28 Cardiff Loop, Huntingdale",420000
"28 Carmine Street, Eglinton",450000
"28 Carpentaria Drive, Port Kennedy",382500
"28 Carradale Glen, Hillarys",950000
"28 Cashel Way, Waterford",840000
"28 Cavendish Street, Highgate",815555
"28 Celestine Street, Wanneroo",500000
"28 Cerulean Road, Karnup",154000
"28 Chatham Way, Harrisdale",527000
"28 Chatsworth Drive, Hocking",530000
"28 Chatsworth Terrace, Claremont",1175500
"28 Churchlands Avenue, Churchlands",1130000
"28 Cincotta Loop, Beeliar",450000
"28 Clarafield Meander, Tapping",480000
"28 CLIPPER DRIVE, Ballajura",556000
"28 COBINE WAY, Greenwood",610000
"28 Coldwells Street, Bicton",780000
"28 Colstoun Road, Ashfield",495000
"28 Colville Street, Waikiki",255000
"28 Conigrave Road, Yangebup",305000
"28 Constantine Way, Marangaroo",435000
"28 Cosmia Grove, Jindalee",380000
"28 Craignish Loop, Kinross",540000
"28 Cromford Way, Carine",952500
"28 Curtin Road, Marangaroo",285000
"28 Cyane Way, Currambine",545000
"28 Davies Road, Dalkeith",1850000
"28 Dew Street, Forrestdale",410000
"28 Dixon Avenue, Kewdale",525000
"28 Doney Street, Alfred Cove",1065000
"28 Driffield Street, Hamersley",555000
"28 Drummonds Approach, Secret Harbour",725000
"28 Duckbill Loop, Southern River",600000
"28 Dulverton Close, Stratton",350500
"28 Dundaff Turn, Kinross",490000
"28 Dundas Road, Inglewood",610000
"28 Eastleigh Loop, Currambine",430000
"28 Ecko Road, Mount Nasura",375000
"28 Edgeworth Circuit, Tapping",505000
"28 Edgington Crescent, Koondoola",410000
"28 Edmiston Way, Winthrop",1400000
"28 Everglades Parade, Landsdale",555000
"28 Fairburn Crescent, Baldivis",370000
"28 Fairlead Link, South Guildford",900000
"28 Fawcett Way, Warwick",550000
"28 Figtree Drive, Canning Vale",600000
"28 Fitzpatrick Way, Noranda",540000
"28 Fleet Circle, High Wycombe",432000
"28 Forrest Grove, Two Rocks",315000
"28 Fourth Avenue, Bassendean",555000
"28 Fourth Avenue, Kensington",938000
"28 Froudist Circle, Southern River",422000
"28 Furness Way, Koondoola",380000
"28 Gabell Way, Koondoola",430000
"28 Garran Loop, Henley Brook",505000
"28 Gibson Street, Langford",411500
"28 Gill Street, Mosman Park",1970000
"28 Glen Iris Drive, Jandakot",910000
"28 Glen Ross Chase, Jane Brook",439000
"28 Glick Road, Coolbinia",850000
"28 Golden Ash Gardens, Helena Valley",585000
"28 Grand Ocean Boulevard, Port Kennedy",320000
"28 Great Northern Highway, Middle Swan",610000
"28 Greenough Court, Jane Brook",560000
"28 Grey Street, Cannington",650000
"28 Haig Street, Ashfield",416500
"28 Hardey Road, Glen Forrest",515000
"28 Harper Street, Woodbridge",615000
"28 Harrington Waters Drive, Waikiki",490000
"28 Hartley Street, Coolbellup",420000
"28 Hartwell Street, Coolbinia",1300000
"28 Hassars Road, Secret Harbour",590000
"28 Hemingway Drive, Camillo",270000
"28 Hennessy Drive, Ashby",383000
"28 Hilda Street, Shenton Park",1565000
"28 Hodges Street, Middle Swan",379500
"28 Hogarth Way, Bateman",515000
"28 Hogg Avenue, Salter Point",930000
"28 Honeymyrtle Turn, Stirling",900000
"28 Hooson Way, Wilson",515000
"28 Hubbard Way, Medina",233500
"28 Jacaranda Avenue, Mount Claremont",1150000
"28 Jade Street, Mount Richon",530000
"28 Jedburgh Loop, Sinagra",340000
"28 Johnsonia Bend, Hammond Park",480000
"28 Joslin Street, Hilton",621000
"28 June Road, Safety Bay",550000
"28 Kardan Circuit, Karawara",962500
"28 Kelang Road, Wattle Grove",595000
"28 Kennerton Avenue, Landsdale",780000
"28 Kerwin Way, Lockridge",335000
"28 Kilkenny Loop, Brookdale",282000
"28 Kimberley Drive, Secret Harbour",430000
"28 Kinsale Drive, Mindarie",1200000
"28 Klem Avenue, Redcliffe",447500
"28 Kobus Heights, Roleystone",725000
"28 Kumarina Drive, Secret Harbour",340000
"28 Kurda Road, Westminster",410000
"28 Kyneton Parkway, Aveley",630000
"28 Lady Lindsay Cove, Yanchep",380000
"28 Lakehurst Way, Atwell",418000
"28 Larkin Court, Medina",385000
"28 Laslett Circle, Mundaring",685000
"28 Lee Avenue, Hilton",590000
"28 Letsom Way, Langford",365000
"28 Lobelia Drive, Darlington",520000
"28 Longreach Parade, Coogee",1001000
"28 Macquarie Boulevard, Hammond Park",502000
"28 Mader Road, Mundijong",423000
"28 Magnesia Road, Wattle Grove",569400
"28 Mallard Way, Cannington",675000
"28 Manchester Drive, Hocking",490000
"28 Mangles Street, Warnbro",245000
"28 Maple Crescent, Helena Valley",615000
"28 Marapana Road, City Beach",1600000
"28 Margaret Street, Ashfield",500000
